method,split,task,regime,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
language_episode_retrieval,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.435374,0.060858,0.396783,0.003774,0.398980,0.001075,0.140141,0.002513,0.368587,0.001570,0.181679,0.001243,0.141531,0.000717,7,84
language_episode_retrieval,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.566327,0.031329,0.413172,0.003806,0.361666,0.001008,0.119253,0.002545,0.382201,0.004302,0.173709,0.002599,0.138704,0.000671,7,84
language_episode_retrieval,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.539116,0.036616,0.412009,0.001421,0.376717,0.003564,0.130759,0.001016,0.370481,0.004196,0.177635,0.001029,0.138227,0.000644,7,84
language_episode_retrieval,heldout_object,drawer_pull_with_stiction,source_matched,0.653061,0.057927,0.418522,0.001319,0.341652,0.003616,0.111155,0.001515,0.382528,0.005857,0.172037,0.001326,0.133031,0.000592,7,84
language_episode_retrieval,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.542517,0.032546,0.409001,0.001421,0.368279,0.001056,0.121523,0.001117,0.379220,0.001542,0.176537,0.002353,0.139155,0.000704,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.491497,0.024795,0.410044,0.001370,0.381630,0.001018,0.130880,0.000999,0.345735,0.001486,0.178566,0.000825,0.138669,0.000678,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,compliance_shift,0.559524,0.033389,0.411056,0.001344,0.368379,0.002861,0.124662,0.000956,0.346103,0.001544,0.177340,0.000836,0.137970,0.000629,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.431973,0.040643,0.396886,0.001447,0.400872,0.001075,0.137613,0.001529,0.346687,0.001570,0.183752,0.001069,0.143587,0.000717,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,friction_mismatch,0.542517,0.030912,0.416411,0.001357,0.355618,0.002858,0.119249,0.000938,0.348710,0.001558,0.174206,0.000807,0.134180,0.000636,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.488095,0.027889,0.410720,0.004744,0.375850,0.001056,0.128282,0.002577,0.347127,0.001542,0.178536,0.002648,0.140680,0.000704,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,source_matched,0.581633,0.030307,0.425392,0.001319,0.338328,0.000979,0.111836,0.002470,0.358159,0.001430,0.169299,0.000739,0.132659,0.002626,7,84
language_episode_retrieval,heldout_object,peg_insert_contact_search,support_topology_shift,0.500000,0.028350,0.412286,0.001421,0.370842,0.001056,0.124849,0.000761,0.355729,0.004276,0.173888,0.000646,0.137097,0.002584,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.500000,0.033775,0.410294,0.001383,0.381137,0.001027,0.129161,0.001159,0.339804,0.001500,0.176404,0.000933,0.140050,0.002599,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,compliance_shift,0.530612,0.052880,0.409097,0.001357,0.371375,0.003914,0.122849,0.001291,0.342694,0.005344,0.174599,0.001128,0.137167,0.002435,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.431973,0.051854,0.403760,0.001460,0.401916,0.003545,0.138348,0.001095,0.337856,0.005736,0.181592,0.003081,0.144878,0.000664,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.534014,0.031972,0.415556,0.001370,0.359443,0.003906,0.117642,0.000541,0.346510,0.005335,0.171730,0.000470,0.137374,0.002449,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.556122,0.052845,0.403952,0.001434,0.378669,0.001066,0.125542,0.000877,0.346031,0.001556,0.177749,0.002646,0.140899,0.000711,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,source_matched,0.579932,0.062923,0.421225,0.001331,0.337954,0.003609,0.112696,0.001405,0.347255,0.001585,0.173076,0.001144,0.132978,0.000598,7,84
language_episode_retrieval,heldout_object,twist_lid_with_force_limit,support_topology_shift,0.540816,0.053610,0.416952,0.001434,0.366801,0.003868,0.124426,0.001286,0.344617,0.005246,0.173482,0.001046,0.137192,0.002663,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,actuator_lag_shift,0.515306,0.039347,0.412533,0.001306,0.363250,0.000970,0.125324,0.002556,0.387201,0.001416,0.173119,0.001062,0.135133,0.002416,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,compliance_shift,0.520408,0.040961,0.422176,0.001280,0.354758,0.000951,0.121607,0.001288,0.397090,0.001388,0.172517,0.002454,0.136550,0.000632,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,compound_mechanism_shift,0.454082,0.043333,0.405830,0.001383,0.382188,0.003898,0.133009,0.003223,0.382565,0.005326,0.176984,0.003188,0.140987,0.000612,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,friction_mismatch,0.528912,0.030490,0.422891,0.001293,0.338517,0.000960,0.113103,0.000830,0.394616,0.001402,0.171278,0.000679,0.130377,0.000638,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,occluded_contact_shift,0.500000,0.036004,0.417246,0.001357,0.357068,0.001008,0.124952,0.001166,0.388006,0.001472,0.175274,0.000931,0.134583,0.000671,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,source_matched,0.602041,0.045216,0.428920,0.001255,0.320728,0.000931,0.108070,0.001097,0.400764,0.001360,0.165563,0.002172,0.130802,0.001925,7,84
language_episode_retrieval,seen_corpus,cable_route_around_hook,support_topology_shift,0.513605,0.032375,0.418531,0.005208,0.350134,0.001008,0.122344,0.000905,0.396369,0.001472,0.175036,0.000738,0.134254,0.000671,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,actuator_lag_shift,0.482993,0.037712,0.413176,0.005269,0.366816,0.003635,0.128152,0.002397,0.382262,0.005890,0.172967,0.000986,0.135737,0.002679,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,compliance_shift,0.551020,0.032886,0.417320,0.001255,0.352484,0.000931,0.121132,0.000841,0.388770,0.001360,0.169878,0.000678,0.134298,0.002652,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.489796,0.032375,0.402390,0.001357,0.384406,0.002858,0.131191,0.001054,0.380804,0.005848,0.174981,0.000925,0.138382,0.002627,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,friction_mismatch,0.554422,0.025892,0.420785,0.004847,0.338305,0.003642,0.113116,0.002213,0.384162,0.001515,0.171229,0.000460,0.130681,0.000565,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,occluded_contact_shift,0.535714,0.042601,0.417454,0.001331,0.358592,0.000989,0.123762,0.002330,0.385231,0.001444,0.171666,0.002023,0.136076,0.002407,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,source_matched,0.590136,0.021517,0.427712,0.001229,0.321190,0.000912,0.109331,0.001967,0.396438,0.001332,0.167630,0.000608,0.126993,0.000605,7,84
language_episode_retrieval,seen_corpus,cloth_slide_over_edge,support_topology_shift,0.510204,0.035798,0.418739,0.005228,0.351658,0.000989,0.117362,0.001035,0.391021,0.004312,0.170832,0.000828,0.132317,0.002407,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,actuator_lag_shift,0.528912,0.046627,0.415429,0.001331,0.363820,0.000989,0.127912,0.001327,0.378033,0.001444,0.174678,0.002413,0.138037,0.000658,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,compliance_shift,0.559524,0.030972,0.420800,0.001306,0.352124,0.000970,0.116735,0.000706,0.383244,0.001416,0.171583,0.000585,0.131542,0.000645,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,compound_mechanism_shift,0.510204,0.053020,0.405534,0.001408,0.383794,0.002844,0.134372,0.001305,0.377483,0.005303,0.176352,0.001133,0.136596,0.000662,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,friction_mismatch,0.586735,0.044597,0.423651,0.001319,0.337485,0.000979,0.115905,0.002241,0.383110,0.001430,0.170007,0.003060,0.134471,0.000651,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,occluded_contact_shift,0.579932,0.035538,0.412678,0.001383,0.362331,0.002851,0.123977,0.002523,0.380545,0.005826,0.175603,0.000768,0.136126,0.000649,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,source_matched,0.663265,0.034048,0.427846,0.004838,0.321751,0.003960,0.107755,0.001967,0.384539,0.004312,0.164470,0.000637,0.128298,0.002701,7,84
language_episode_retrieval,seen_corpus,drawer_pull_with_stiction,support_topology_shift,0.596939,0.038921,0.423110,0.001383,0.345106,0.001027,0.115956,0.002094,0.379028,0.001500,0.170744,0.002473,0.135612,0.000684,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,actuator_lag_shift,0.530612,0.033333,0.410355,0.004804,0.368926,0.000989,0.124109,0.001165,0.355343,0.005441,0.174156,0.000934,0.134201,0.000658,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,compliance_shift,0.561224,0.033555,0.414335,0.003825,0.352756,0.003944,0.121048,0.000890,0.354022,0.005381,0.172653,0.002429,0.136078,0.000572,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,compound_mechanism_shift,0.489796,0.020000,0.409206,0.001408,0.380024,0.003570,0.133576,0.002888,0.344405,0.001669,0.179369,0.000660,0.139260,0.000637,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,friction_mismatch,0.564626,0.036311,0.423599,0.005238,0.342927,0.000979,0.113971,0.001242,0.363482,0.004317,0.171186,0.000987,0.130865,0.000651,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,occluded_contact_shift,0.544218,0.024795,0.417246,0.001383,0.355802,0.001027,0.121441,0.000964,0.351158,0.001500,0.171279,0.000800,0.134615,0.002599,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,source_matched,0.622449,0.030000,0.431424,0.001280,0.321340,0.000951,0.106428,0.000652,0.366657,0.001388,0.170014,0.000544,0.129832,0.000632,7,84
language_episode_retrieval,seen_corpus,peg_insert_contact_search,support_topology_shift,0.605442,0.040231,0.418531,0.005188,0.348868,0.001027,0.117880,0.001458,0.359520,0.001500,0.170374,0.001154,0.130856,0.000684,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,actuator_lag_shift,0.539116,0.041589,0.416478,0.003810,0.365830,0.000999,0.126256,0.002728,0.350968,0.001458,0.174891,0.002840,0.138429,0.000665,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,compliance_shift,0.573129,0.045379,0.422824,0.001319,0.353150,0.000979,0.116568,0.000952,0.354742,0.001430,0.171092,0.000735,0.131261,0.000651,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,compound_mechanism_shift,0.510204,0.027148,0.408233,0.004744,0.378466,0.001056,0.133195,0.002519,0.342275,0.001542,0.178676,0.000855,0.138824,0.000704,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,friction_mismatch,0.617347,0.028996,0.426331,0.001331,0.339003,0.000989,0.114619,0.002525,0.355326,0.001444,0.169607,0.002646,0.134526,0.000658,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,occluded_contact_shift,0.532313,0.057767,0.418638,0.001395,0.356018,0.001037,0.120735,0.001432,0.346473,0.001514,0.173364,0.002214,0.137680,0.000691,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,source_matched,0.613946,0.026874,0.426271,0.003829,0.320077,0.003952,0.109131,0.000895,0.354669,0.004281,0.165348,0.001881,0.130742,0.001930,7,84
language_episode_retrieval,seen_corpus,twist_lid_with_force_limit,support_topology_shift,0.573129,0.052529,0.415349,0.003792,0.349084,0.001037,0.117583,0.000923,0.354836,0.001514,0.169315,0.000693,0.132778,0.002594,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,actuator_lag_shift,0.304422,0.028739,0.272210,0.001319,0.253932,0.003616,0.130260,0.000669,0.300805,0.001571,0.093212,0.000709,0.132440,0.000592,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,compliance_shift,0.289116,0.041589,0.280101,0.001293,0.246169,0.000960,0.121556,0.001078,0.308694,0.001402,0.088590,0.000844,0.127276,0.000638,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,compound_mechanism_shift,0.275510,0.022443,0.270652,0.001395,0.263481,0.003577,0.135737,0.002660,0.297186,0.001655,0.094623,0.001902,0.134979,0.000631,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,friction_mismatch,0.343537,0.049740,0.281800,0.001306,0.237855,0.002872,0.121224,0.001059,0.307010,0.001502,0.086057,0.002885,0.129742,0.000610,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,occluded_contact_shift,0.297619,0.024419,0.280188,0.001370,0.249504,0.001018,0.126908,0.000985,0.305212,0.001486,0.088877,0.000815,0.127836,0.000678,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,source_matched,0.357143,0.043504,0.289739,0.004847,0.229709,0.003967,0.112200,0.003011,0.312348,0.004291,0.083273,0.000697,0.122148,0.000553,7,84
no_retrieval_controller,combined_stress,cable_route_around_hook,support_topology_shift,0.318027,0.032088,0.277754,0.003801,0.247774,0.001018,0.124982,0.001011,0.314329,0.001486,0.088971,0.000821,0.128029,0.000678,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,actuator_lag_shift,0.297619,0.046667,0.278059,0.001293,0.255914,0.000960,0.128117,0.001064,0.304313,0.001402,0.091696,0.000819,0.130854,0.000638,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,compliance_shift,0.331633,0.027622,0.278164,0.004847,0.245742,0.003642,0.122357,0.002547,0.298393,0.001515,0.088207,0.000912,0.127471,0.000565,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,compound_mechanism_shift,0.304422,0.020905,0.265556,0.001370,0.267546,0.002854,0.135568,0.002726,0.298590,0.005837,0.092852,0.002676,0.135963,0.000642,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,friction_mismatch,0.331633,0.020000,0.289473,0.001280,0.242920,0.000951,0.120326,0.000799,0.312447,0.001388,0.087812,0.002417,0.129124,0.000632,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,occluded_contact_shift,0.307823,0.039252,0.278740,0.001344,0.249445,0.000999,0.128628,0.001210,0.300594,0.001458,0.091479,0.000958,0.130569,0.000665,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,source_matched,0.367347,0.057252,0.296023,0.003849,0.230303,0.003983,0.109830,0.001219,0.308683,0.005428,0.085167,0.001166,0.124185,0.000540,7,84
no_retrieval_controller,combined_stress,cloth_slide_over_edge,support_topology_shift,0.318027,0.048762,0.280881,0.005218,0.247714,0.000999,0.124619,0.002494,0.309711,0.001458,0.088286,0.002906,0.130762,0.000665,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,actuator_lag_shift,0.338435,0.064779,0.277692,0.001344,0.252099,0.000999,0.128755,0.001223,0.294524,0.001458,0.090726,0.000893,0.130369,0.000665,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,compliance_shift,0.353741,0.041589,0.281312,0.001319,0.244562,0.000979,0.125323,0.001198,0.297597,0.001430,0.088113,0.002768,0.131077,0.000651,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,compound_mechanism_shift,0.323129,0.033555,0.272942,0.001421,0.262685,0.003564,0.137015,0.000938,0.289845,0.004196,0.091494,0.000927,0.131332,0.000644,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,friction_mismatch,0.360544,0.035901,0.285147,0.001331,0.236135,0.000989,0.118999,0.000998,0.298321,0.001444,0.087315,0.000799,0.126606,0.000658,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,occluded_contact_shift,0.360544,0.028219,0.278206,0.001395,0.252364,0.003891,0.128305,0.002087,0.295491,0.005317,0.090258,0.000950,0.130122,0.000618,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,source_matched,0.369048,0.046944,0.298112,0.001293,0.231759,0.000960,0.111729,0.000926,0.311735,0.001402,0.084829,0.000706,0.123879,0.000638,7,84
no_retrieval_controller,combined_stress,drawer_pull_with_stiction,support_topology_shift,0.408163,0.033665,0.282634,0.005178,0.243773,0.001037,0.119603,0.001727,0.299738,0.001514,0.087685,0.002701,0.130191,0.000691,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,actuator_lag_shift,0.352041,0.042861,0.274682,0.005218,0.256582,0.000999,0.127873,0.002421,0.276693,0.001458,0.087401,0.002047,0.131874,0.002403,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,compliance_shift,0.304422,0.011222,0.281484,0.005238,0.249717,0.000979,0.122768,0.000810,0.280748,0.001430,0.088403,0.000698,0.127325,0.000651,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,compound_mechanism_shift,0.280612,0.033333,0.269531,0.005157,0.261721,0.001056,0.135503,0.002363,0.266635,0.001542,0.094471,0.000780,0.133681,0.000704,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,friction_mismatch,0.362245,0.038394,0.289445,0.003815,0.240954,0.000989,0.118605,0.002651,0.280981,0.001444,0.083237,0.000865,0.127197,0.002620,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,occluded_contact_shift,0.319728,0.057927,0.282551,0.001395,0.248642,0.001037,0.124714,0.001299,0.270828,0.001514,0.087942,0.002538,0.131727,0.001898,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,source_matched,0.380952,0.016887,0.290033,0.001293,0.225580,0.000960,0.112121,0.002428,0.278338,0.001402,0.081280,0.000724,0.122658,0.002420,7,84
no_retrieval_controller,combined_stress,peg_insert_contact_search,support_topology_shift,0.380952,0.022771,0.277831,0.001395,0.246912,0.001037,0.121971,0.001164,0.279945,0.001514,0.085178,0.000955,0.127346,0.002385,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,actuator_lag_shift,0.343537,0.042426,0.279482,0.003806,0.254493,0.001008,0.129844,0.001140,0.268253,0.001472,0.091291,0.000897,0.131043,0.000671,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,compliance_shift,0.391156,0.059473,0.284076,0.001331,0.245972,0.000989,0.123893,0.002470,0.269890,0.001444,0.087570,0.003167,0.131078,0.000658,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,compound_mechanism_shift,0.324830,0.037317,0.264947,0.001434,0.264601,0.001066,0.134387,0.002283,0.265449,0.001556,0.094075,0.000896,0.133965,0.000711,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,friction_mismatch,0.389456,0.030852,0.288567,0.001344,0.238038,0.000999,0.119248,0.000856,0.271333,0.001458,0.087219,0.000703,0.126943,0.000665,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,occluded_contact_shift,0.365646,0.034048,0.278046,0.005167,0.249866,0.001047,0.124622,0.002313,0.267224,0.001528,0.088705,0.002459,0.132020,0.000697,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,source_matched,0.414966,0.047062,0.294990,0.004821,0.232185,0.000970,0.110543,0.001201,0.282592,0.001416,0.083511,0.000929,0.123206,0.000645,7,84
no_retrieval_controller,combined_stress,twist_lid_with_force_limit,support_topology_shift,0.326531,0.057349,0.280187,0.001408,0.248136,0.001047,0.122744,0.001451,0.276341,0.001528,0.085059,0.001111,0.128783,0.002589,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,actuator_lag_shift,0.287415,0.027622,0.283651,0.001331,0.242315,0.000989,0.125805,0.000715,0.311079,0.001444,0.087880,0.002021,0.127306,0.000658,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,compliance_shift,0.329932,0.053817,0.289790,0.001306,0.236668,0.000970,0.116371,0.001417,0.316912,0.001416,0.082715,0.000917,0.122447,0.001915,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,compound_mechanism_shift,0.329932,0.048228,0.271229,0.001408,0.255722,0.001047,0.129285,0.001649,0.313093,0.001528,0.085146,0.001291,0.129057,0.002589,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,friction_mismatch,0.357143,0.044096,0.292474,0.001319,0.227377,0.000979,0.115858,0.001073,0.316375,0.001430,0.082199,0.002871,0.124245,0.000651,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,occluded_contact_shift,0.357143,0.042601,0.281172,0.003796,0.243765,0.001027,0.122996,0.001393,0.318923,0.001500,0.085249,0.001098,0.124440,0.000684,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,source_matched,0.363946,0.036311,0.297748,0.004838,0.220663,0.003960,0.109175,0.001843,0.321231,0.005400,0.077035,0.000888,0.118774,0.002701,7,84
no_retrieval_controller,cross_embodiment,cable_route_around_hook,support_topology_shift,0.363946,0.042251,0.291029,0.001383,0.234101,0.003583,0.116601,0.002792,0.311312,0.001641,0.084818,0.001535,0.124918,0.000624,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,actuator_lag_shift,0.304422,0.066750,0.287622,0.001306,0.246428,0.000970,0.122434,0.001548,0.312404,0.001416,0.086292,0.001157,0.124880,0.000645,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,compliance_shift,0.382653,0.039907,0.285975,0.004838,0.236656,0.003960,0.118373,0.002314,0.307069,0.004286,0.081308,0.000911,0.122915,0.002481,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,compound_mechanism_shift,0.365646,0.050589,0.280264,0.001383,0.251627,0.001027,0.127455,0.001085,0.302434,0.001500,0.084685,0.000831,0.127872,0.002599,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,friction_mismatch,0.369048,0.045826,0.298269,0.001293,0.232858,0.000960,0.113603,0.000826,0.319697,0.001402,0.083882,0.000628,0.122755,0.000638,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,occluded_contact_shift,0.326531,0.040046,0.286994,0.004786,0.242406,0.001008,0.124522,0.001158,0.312259,0.001472,0.086397,0.001865,0.126271,0.000671,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,source_matched,0.380952,0.038103,0.304442,0.001255,0.223388,0.000931,0.108204,0.002010,0.323101,0.004345,0.077952,0.001089,0.116541,0.000618,7,84
no_retrieval_controller,cross_embodiment,cloth_slide_over_edge,support_topology_shift,0.333333,0.041051,0.287704,0.001357,0.236173,0.003914,0.116098,0.002236,0.309656,0.005344,0.081393,0.002139,0.124524,0.002454,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,actuator_lag_shift,0.375850,0.063363,0.284266,0.005208,0.245697,0.001008,0.124670,0.001089,0.306869,0.001472,0.086924,0.000785,0.126487,0.000671,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,compliance_shift,0.362245,0.035953,0.292994,0.001331,0.236846,0.000989,0.119699,0.001875,0.308024,0.001444,0.082696,0.002997,0.126295,0.000658,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,compound_mechanism_shift,0.333333,0.047765,0.275512,0.001434,0.256710,0.001066,0.128075,0.000819,0.305388,0.001556,0.088358,0.002659,0.130029,0.000711,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,friction_mismatch,0.442177,0.041500,0.297813,0.001344,0.229157,0.000999,0.113603,0.001000,0.309826,0.001458,0.082510,0.000787,0.122329,0.000665,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,occluded_contact_shift,0.391156,0.061824,0.283470,0.004752,0.241550,0.001047,0.118797,0.001467,0.306540,0.001528,0.082467,0.002853,0.126648,0.001896,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,source_matched,0.443878,0.034427,0.301253,0.005249,0.222783,0.000970,0.104987,0.001115,0.317750,0.004323,0.078787,0.000891,0.118234,0.000645,7,84
no_retrieval_controller,cross_embodiment,drawer_pull_with_stiction,support_topology_shift,0.387755,0.041321,0.291040,0.001408,0.237031,0.003570,0.117566,0.000726,0.306441,0.005780,0.081035,0.000648,0.121502,0.001899,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,actuator_lag_shift,0.340136,0.033720,0.280736,0.001357,0.246505,0.003596,0.120845,0.000543,0.278329,0.005824,0.082962,0.000560,0.125459,0.002647,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,compliance_shift,0.362245,0.052880,0.283499,0.001331,0.240041,0.002865,0.116930,0.001044,0.282969,0.005870,0.083256,0.000808,0.122329,0.000623,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,compound_mechanism_shift,0.292517,0.027822,0.278442,0.001434,0.257217,0.002837,0.130989,0.000782,0.276408,0.005781,0.085410,0.000647,0.128796,0.002604,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,friction_mismatch,0.387755,0.031740,0.290157,0.003810,0.233731,0.000999,0.110659,0.000676,0.286784,0.005431,0.079034,0.000566,0.121593,0.002615,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,occluded_contact_shift,0.345238,0.043801,0.282722,0.001408,0.244444,0.001047,0.122441,0.000977,0.286191,0.001528,0.083468,0.000769,0.122476,0.000697,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,source_matched,0.430272,0.054467,0.299515,0.001306,0.216359,0.000970,0.106791,0.003107,0.286370,0.001416,0.075411,0.000643,0.119116,0.002631,7,84
no_retrieval_controller,cross_embodiment,peg_insert_contact_search,support_topology_shift,0.397959,0.038394,0.294866,0.001408,0.231349,0.001047,0.117157,0.002408,0.278717,0.001528,0.083538,0.000997,0.122892,0.000697,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,actuator_lag_shift,0.370748,0.035798,0.279824,0.001370,0.248618,0.001018,0.124044,0.001950,0.276147,0.005412,0.085689,0.002110,0.127515,0.000678,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,compliance_shift,0.372449,0.060400,0.289527,0.005218,0.238783,0.000999,0.118037,0.002810,0.281011,0.001458,0.082877,0.002435,0.126650,0.000665,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,compound_mechanism_shift,0.318027,0.025820,0.277293,0.005137,0.250577,0.001075,0.131229,0.000881,0.266592,0.001570,0.085803,0.000742,0.127145,0.002367,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,friction_mismatch,0.384354,0.050332,0.292715,0.005208,0.231586,0.001008,0.115954,0.001419,0.283531,0.001472,0.083971,0.001100,0.123021,0.000671,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,occluded_contact_shift,0.326531,0.025892,0.286226,0.001421,0.244723,0.002840,0.122980,0.001041,0.276187,0.005792,0.083376,0.000900,0.123276,0.001893,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,source_matched,0.389456,0.041276,0.298761,0.004812,0.222020,0.002868,0.106046,0.000902,0.284224,0.005881,0.079217,0.000703,0.117884,0.000616,7,84
no_retrieval_controller,cross_embodiment,twist_lid_with_force_limit,support_topology_shift,0.399660,0.030912,0.289222,0.005157,0.233344,0.001056,0.117417,0.002807,0.276363,0.001542,0.083160,0.000669,0.122580,0.000704,7,84
