method,split,seed,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
proposed_mechanism_retrieval_controller,combined_stress,4,0.659524,0.022882,0.608209,0.003369,0.119034,0.003154,0.065203,0.002529,0.570221,0.005876,0.239611,0.001351,0.069997,0.001178,35,84
proposed_mechanism_retrieval_controller,combined_stress,5,0.661905,0.017277,0.608263,0.003575,0.118382,0.003304,0.064892,0.002484,0.569269,0.005813,0.239589,0.001318,0.069996,0.001239,35,84
proposed_mechanism_retrieval_controller,combined_stress,6,0.672789,0.018924,0.607859,0.002921,0.117730,0.003359,0.064411,0.002479,0.568317,0.005871,0.238989,0.001329,0.069995,0.001247,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,0,0.694558,0.015687,0.617712,0.002797,0.112963,0.002959,0.059260,0.002602,0.578160,0.005874,0.235285,0.001069,0.064875,0.001196,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,1,0.664626,0.021120,0.616401,0.002886,0.113003,0.002895,0.059880,0.002466,0.578218,0.005671,0.235032,0.001250,0.065119,0.001157,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,2,0.681973,0.024734,0.616920,0.002950,0.112700,0.002897,0.059529,0.002257,0.578805,0.005813,0.234804,0.001289,0.065128,0.001185,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,3,0.679932,0.023891,0.616981,0.002987,0.112739,0.002921,0.059591,0.002175,0.576805,0.006096,0.234619,0.001262,0.065143,0.001126,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,4,0.684694,0.020074,0.617043,0.003169,0.112093,0.002583,0.059466,0.002247,0.576376,0.006632,0.234795,0.001214,0.065146,0.001143,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,5,0.667687,0.018134,0.617561,0.003134,0.111447,0.002618,0.059777,0.002215,0.575947,0.006113,0.234591,0.001092,0.064692,0.001261,35,84
proposed_mechanism_retrieval_controller,cross_embodiment,6,0.680952,0.018789,0.618080,0.003126,0.111487,0.002431,0.059533,0.002044,0.576520,0.006176,0.234648,0.001021,0.064479,0.001143,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,0,0.691837,0.016340,0.622679,0.002713,0.108912,0.003159,0.055974,0.002603,0.580997,0.005629,0.232798,0.001362,0.062486,0.001283,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,1,0.686054,0.016208,0.621376,0.003075,0.108957,0.003167,0.056344,0.002500,0.581064,0.005368,0.232440,0.001370,0.062276,0.001259,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,2,0.687415,0.021030,0.620531,0.002715,0.109346,0.003128,0.056369,0.002444,0.581632,0.005563,0.232439,0.001420,0.062073,0.001330,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,3,0.675170,0.017366,0.619685,0.002835,0.109392,0.002917,0.056640,0.002294,0.582214,0.005399,0.232629,0.001247,0.062322,0.001428,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,4,0.695238,0.016848,0.619755,0.002671,0.109438,0.002959,0.056265,0.002106,0.581766,0.005157,0.232138,0.001017,0.062112,0.001374,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,5,0.674830,0.015770,0.619367,0.002595,0.109827,0.002981,0.056725,0.002143,0.581305,0.005765,0.232214,0.000979,0.061909,0.001426,35,84
proposed_mechanism_retrieval_controller,heldout_mechanism,6,0.705442,0.020591,0.620351,0.002589,0.109530,0.003017,0.056570,0.002252,0.580357,0.006263,0.232262,0.001071,0.061923,0.001250,35,84
proposed_mechanism_retrieval_controller,heldout_object,0,0.692177,0.016981,0.624812,0.002475,0.106288,0.003043,0.054682,0.002443,0.586224,0.005632,0.230159,0.001247,0.059530,0.001178,35,84
proposed_mechanism_retrieval_controller,heldout_object,1,0.705102,0.016598,0.623485,0.002332,0.106315,0.003132,0.054894,0.002393,0.585750,0.005255,0.229756,0.001195,0.059308,0.001189,35,84
proposed_mechanism_retrieval_controller,heldout_object,2,0.692177,0.019954,0.623987,0.002521,0.106686,0.003102,0.054733,0.002465,0.584748,0.005805,0.229715,0.001110,0.059779,0.001192,35,84
proposed_mechanism_retrieval_controller,heldout_object,3,0.692857,0.021321,0.624033,0.002774,0.106371,0.003060,0.053792,0.002471,0.585832,0.005794,0.229255,0.001163,0.059780,0.001162,35,84
proposed_mechanism_retrieval_controller,heldout_object,4,0.709864,0.018501,0.624078,0.002965,0.106056,0.003180,0.053667,0.002516,0.584857,0.006191,0.229481,0.001134,0.059552,0.001274,35,84
proposed_mechanism_retrieval_controller,heldout_object,5,0.694558,0.020869,0.624123,0.003024,0.106427,0.003356,0.054241,0.002686,0.584370,0.006152,0.229702,0.001264,0.059337,0.001181,35,84
proposed_mechanism_retrieval_controller,heldout_object,6,0.699660,0.020181,0.624168,0.002825,0.106112,0.003257,0.054126,0.002632,0.584424,0.006330,0.229408,0.001393,0.059109,0.001120,35,84
proposed_mechanism_retrieval_controller,seen_corpus,0,0.706463,0.018399,0.632139,0.002700,0.101778,0.002964,0.050201,0.002246,0.590512,0.005979,0.225857,0.001051,0.054507,0.001233,35,84
proposed_mechanism_retrieval_controller,seen_corpus,1,0.699320,0.016743,0.632160,0.002606,0.101788,0.002983,0.050344,0.002247,0.590012,0.005646,0.225952,0.001040,0.054730,0.001228,35,84
proposed_mechanism_retrieval_controller,seen_corpus,2,0.709524,0.018554,0.632181,0.002808,0.101798,0.002825,0.049910,0.002207,0.590541,0.005782,0.226261,0.000961,0.055182,0.001229,35,84
proposed_mechanism_retrieval_controller,seen_corpus,3,0.715986,0.016846,0.632660,0.002718,0.101464,0.002611,0.049297,0.002279,0.591084,0.005933,0.226165,0.000966,0.054942,0.001083,35,84
proposed_mechanism_retrieval_controller,seen_corpus,4,0.720748,0.018309,0.632681,0.002765,0.101817,0.002703,0.049456,0.002446,0.590570,0.005947,0.226093,0.001017,0.055172,0.001121,35,84
proposed_mechanism_retrieval_controller,seen_corpus,5,0.720748,0.019448,0.631787,0.002717,0.102170,0.002905,0.049710,0.002326,0.591600,0.005936,0.226316,0.001079,0.055173,0.001075,35,84
proposed_mechanism_retrieval_controller,seen_corpus,6,0.711565,0.021391,0.631809,0.002687,0.101837,0.002930,0.049867,0.002582,0.591113,0.005535,0.226668,0.001191,0.055619,0.001076,35,84
retrieved_context_behavior_clone,combined_stress,0,0.557143,0.026523,0.467442,0.002718,0.297678,0.004593,0.111460,0.002620,0.426623,0.005834,0.228441,0.001264,0.115237,0.001196,35,84
retrieved_context_behavior_clone,combined_stress,1,0.537075,0.024120,0.467440,0.002429,0.298013,0.004511,0.112102,0.002505,0.426598,0.005967,0.228704,0.001433,0.115683,0.001197,35,84
retrieved_context_behavior_clone,combined_stress,2,0.528912,0.022683,0.468352,0.002423,0.298348,0.004522,0.112506,0.002554,0.427087,0.005795,0.228801,0.001279,0.116129,0.001202,35,84
retrieved_context_behavior_clone,combined_stress,3,0.528912,0.019114,0.468806,0.002528,0.298340,0.004532,0.112720,0.002509,0.427590,0.005932,0.228555,0.001194,0.116111,0.001180,35,84
retrieved_context_behavior_clone,combined_stress,4,0.530272,0.019982,0.468803,0.002275,0.298332,0.004745,0.112451,0.002561,0.428607,0.005923,0.228747,0.001101,0.116551,0.001187,35,84
retrieved_context_behavior_clone,combined_stress,5,0.530272,0.020768,0.468343,0.002552,0.299010,0.004750,0.112259,0.002505,0.428568,0.005903,0.228730,0.001155,0.116546,0.001322,35,84
retrieved_context_behavior_clone,combined_stress,6,0.517687,0.022563,0.468341,0.002665,0.299688,0.004756,0.112549,0.002687,0.429043,0.005910,0.229118,0.001335,0.116541,0.001239,35,84
retrieved_context_behavior_clone,cross_embodiment,0,0.580612,0.023355,0.475852,0.002479,0.281029,0.004737,0.105047,0.002420,0.433205,0.005604,0.223437,0.001201,0.110685,0.001076,35,84
retrieved_context_behavior_clone,cross_embodiment,1,0.560884,0.025196,0.476315,0.002472,0.281027,0.004741,0.105432,0.002466,0.433716,0.005463,0.223700,0.001232,0.110901,0.001056,35,84
retrieved_context_behavior_clone,cross_embodiment,2,0.572449,0.025134,0.475405,0.002671,0.281368,0.004935,0.104531,0.002777,0.434728,0.005460,0.223296,0.001272,0.111122,0.001071,35,84
retrieved_context_behavior_clone,cross_embodiment,3,0.568367,0.025477,0.475868,0.002868,0.281709,0.004938,0.104857,0.002726,0.434712,0.005853,0.223568,0.001281,0.111572,0.001072,35,84
retrieved_context_behavior_clone,cross_embodiment,4,0.577551,0.021967,0.475873,0.002836,0.282393,0.004943,0.105173,0.002788,0.434681,0.005446,0.223426,0.001429,0.111114,0.001176,35,84
retrieved_context_behavior_clone,cross_embodiment,5,0.574150,0.025147,0.476336,0.003021,0.282391,0.004891,0.105460,0.002737,0.434164,0.005575,0.223689,0.001430,0.110872,0.001120,35,84
retrieved_context_behavior_clone,cross_embodiment,6,0.578912,0.023158,0.476798,0.002930,0.282046,0.004996,0.105558,0.002756,0.434174,0.005740,0.222694,0.001520,0.110852,0.001246,35,84
retrieved_context_behavior_clone,heldout_mechanism,0,0.578912,0.019014,0.480241,0.002761,0.273155,0.004769,0.102994,0.002688,0.437088,0.005840,0.220646,0.000847,0.107938,0.001209,35,84
retrieved_context_behavior_clone,heldout_mechanism,1,0.584354,0.023613,0.479339,0.002495,0.272473,0.004712,0.102371,0.002782,0.437635,0.006065,0.220561,0.001046,0.108145,0.001106,35,84
retrieved_context_behavior_clone,heldout_mechanism,2,0.588095,0.022336,0.480267,0.002489,0.273163,0.004717,0.101886,0.002531,0.437614,0.005765,0.220042,0.001119,0.108606,0.001108,35,84
retrieved_context_behavior_clone,heldout_mechanism,3,0.586054,0.022598,0.480280,0.002585,0.273510,0.004640,0.101261,0.002700,0.437606,0.005787,0.219832,0.001280,0.108145,0.000981,35,84
retrieved_context_behavior_clone,heldout_mechanism,4,0.586395,0.025763,0.480294,0.002708,0.273514,0.004761,0.101478,0.002774,0.437612,0.005788,0.220275,0.001301,0.107907,0.000856,35,84
retrieved_context_behavior_clone,heldout_mechanism,5,0.598299,0.024822,0.480307,0.002693,0.273518,0.004916,0.101692,0.002750,0.437617,0.005534,0.220328,0.001340,0.107669,0.001005,35,84
retrieved_context_behavior_clone,heldout_mechanism,6,0.595238,0.019557,0.480778,0.002898,0.273522,0.005019,0.101748,0.002483,0.437109,0.005480,0.220819,0.001227,0.107431,0.001095,35,84
retrieved_context_behavior_clone,heldout_object,0,0.612925,0.019659,0.486917,0.002399,0.265169,0.004990,0.099240,0.002521,0.443011,0.006005,0.217750,0.001236,0.105557,0.001284,35,84
retrieved_context_behavior_clone,heldout_object,1,0.611565,0.018844,0.486907,0.002931,0.265498,0.005024,0.099045,0.002549,0.441433,0.005897,0.217977,0.001250,0.105542,0.001219,35,84
retrieved_context_behavior_clone,heldout_object,2,0.592857,0.023251,0.485066,0.002954,0.264111,0.004776,0.099527,0.002708,0.441982,0.005758,0.218446,0.001260,0.105496,0.001243,35,84
retrieved_context_behavior_clone,heldout_object,3,0.615646,0.016501,0.484141,0.002927,0.263754,0.004461,0.099256,0.002487,0.442489,0.005922,0.218334,0.001164,0.105010,0.001227,35,84
retrieved_context_behavior_clone,heldout_object,4,0.600340,0.024129,0.482758,0.002985,0.264426,0.004466,0.099595,0.002516,0.440898,0.006074,0.218984,0.001207,0.105001,0.001301,35,84
retrieved_context_behavior_clone,heldout_object,5,0.609524,0.017711,0.482290,0.002715,0.264755,0.004502,0.098961,0.002332,0.441378,0.005976,0.218834,0.001089,0.104986,0.001229,35,84
retrieved_context_behavior_clone,heldout_object,6,0.610204,0.021799,0.482736,0.002636,0.263369,0.004045,0.098369,0.002462,0.440898,0.006159,0.218117,0.001192,0.105397,0.001226,35,84
retrieved_context_behavior_clone,seen_corpus,0,0.638095,0.022047,0.490070,0.002606,0.250506,0.004766,0.093980,0.002501,0.447125,0.005692,0.214411,0.001119,0.100780,0.001135,35,84
retrieved_context_behavior_clone,seen_corpus,1,0.644218,0.018934,0.490950,0.002600,0.250817,0.004770,0.094080,0.002584,0.446550,0.005953,0.214291,0.001111,0.101210,0.001140,35,84
retrieved_context_behavior_clone,seen_corpus,2,0.650340,0.023491,0.490916,0.002661,0.251128,0.004725,0.093723,0.002646,0.445975,0.005835,0.214630,0.001053,0.101182,0.001292,35,84
retrieved_context_behavior_clone,seen_corpus,3,0.649660,0.019727,0.491796,0.002655,0.250753,0.004682,0.093908,0.002560,0.446971,0.005817,0.214606,0.000961,0.101142,0.001209,35,84
retrieved_context_behavior_clone,seen_corpus,4,0.642177,0.020693,0.491761,0.002405,0.250377,0.004640,0.094000,0.002775,0.447453,0.005693,0.214677,0.001047,0.101102,0.001146,35,84
retrieved_context_behavior_clone,seen_corpus,5,0.646939,0.018792,0.491726,0.002736,0.251031,0.004645,0.093924,0.002577,0.447893,0.005836,0.214349,0.001117,0.101309,0.001103,35,84
retrieved_context_behavior_clone,seen_corpus,6,0.634694,0.016617,0.491234,0.002851,0.251342,0.004728,0.093934,0.002451,0.447833,0.006228,0.214258,0.001305,0.101738,0.001106,35,84
state_nearest_memory,combined_stress,0,0.501020,0.030361,0.452181,0.002529,0.325366,0.004883,0.117532,0.002899,0.404352,0.005492,0.207844,0.001291,0.124496,0.001272,35,84
state_nearest_memory,combined_stress,1,0.514626,0.024688,0.452082,0.002767,0.325972,0.004889,0.117244,0.002755,0.405237,0.005487,0.207588,0.001225,0.124670,0.001186,35,84
state_nearest_memory,combined_stress,2,0.511565,0.023732,0.450154,0.003128,0.325892,0.005124,0.117467,0.002791,0.405120,0.005848,0.208023,0.001270,0.124832,0.001156,35,84
state_nearest_memory,combined_stress,3,0.484354,0.023524,0.450512,0.002886,0.326498,0.005130,0.117767,0.002818,0.405490,0.006050,0.208338,0.001263,0.124777,0.001148,35,84
state_nearest_memory,combined_stress,4,0.494558,0.023320,0.450871,0.002844,0.326418,0.005252,0.117952,0.002826,0.405888,0.006218,0.208359,0.001351,0.124482,0.001170,35,84
state_nearest_memory,combined_stress,5,0.489116,0.026910,0.450772,0.002870,0.326681,0.005192,0.118020,0.002773,0.406272,0.006031,0.208141,0.001352,0.124650,0.001072,35,84
state_nearest_memory,combined_stress,6,0.483673,0.025292,0.451131,0.002857,0.326944,0.005165,0.118316,0.002744,0.404598,0.006244,0.207923,0.001234,0.124818,0.001190,35,84
state_nearest_memory,cross_embodiment,0,0.541837,0.020323,0.459200,0.003138,0.309000,0.005268,0.110784,0.002905,0.412446,0.005988,0.202588,0.001305,0.119026,0.001231,35,84
state_nearest_memory,cross_embodiment,1,0.542517,0.023901,0.460024,0.003132,0.308583,0.005268,0.110225,0.002839,0.411322,0.006013,0.202746,0.001250,0.118957,0.001245,35,84
state_nearest_memory,cross_embodiment,2,0.524490,0.019950,0.460391,0.003128,0.308509,0.005108,0.110751,0.002706,0.410700,0.006185,0.203166,0.001183,0.119352,0.001246,35,84
state_nearest_memory,cross_embodiment,3,0.544558,0.028414,0.460757,0.003139,0.307748,0.005135,0.110692,0.002801,0.411133,0.006034,0.203052,0.001340,0.119048,0.001260,35,84
state_nearest_memory,cross_embodiment,4,0.524490,0.021559,0.458837,0.002796,0.307331,0.004965,0.110777,0.002814,0.411554,0.005956,0.203271,0.001286,0.119208,0.001268,35,84
state_nearest_memory,cross_embodiment,5,0.550340,0.026233,0.458747,0.002529,0.307600,0.004987,0.110451,0.002766,0.411946,0.006161,0.202848,0.001375,0.119151,0.001214,35,84
state_nearest_memory,cross_embodiment,6,0.546599,0.022502,0.458656,0.002460,0.307869,0.004946,0.110717,0.002613,0.411824,0.005881,0.203068,0.001278,0.119324,0.001192,35,84
state_nearest_memory,heldout_mechanism,0,0.554422,0.021224,0.462990,0.002458,0.298929,0.005116,0.108439,0.002531,0.415743,0.005821,0.199527,0.001341,0.116626,0.001215,35,84
state_nearest_memory,heldout_mechanism,1,0.555782,0.019505,0.463364,0.002686,0.299204,0.005043,0.108379,0.002263,0.415629,0.006004,0.199450,0.001196,0.116802,0.001215,35,84
state_nearest_memory,heldout_mechanism,2,0.548639,0.024730,0.463739,0.002776,0.299136,0.004819,0.107777,0.002724,0.416045,0.006135,0.199950,0.001331,0.116515,0.001399,35,84
state_nearest_memory,heldout_mechanism,3,0.558503,0.022885,0.464114,0.002781,0.299068,0.004550,0.107064,0.002525,0.415945,0.005821,0.199755,0.001335,0.116685,0.001384,35,84
state_nearest_memory,heldout_mechanism,4,0.563605,0.024815,0.463573,0.002844,0.299343,0.004648,0.107158,0.002710,0.416861,0.005809,0.199626,0.001264,0.115718,0.001296,35,84
state_nearest_memory,heldout_mechanism,5,0.557143,0.021725,0.463491,0.002961,0.299275,0.004679,0.107686,0.002620,0.417276,0.005633,0.199888,0.001131,0.115659,0.001225,35,84
state_nearest_memory,heldout_mechanism,6,0.551701,0.016841,0.462036,0.003137,0.299893,0.004685,0.107788,0.002594,0.417150,0.006128,0.200364,0.001051,0.116070,0.001228,35,84
state_nearest_memory,heldout_object,0,0.570748,0.026161,0.467721,0.003030,0.290062,0.004991,0.104685,0.002659,0.420027,0.005776,0.197735,0.001222,0.113942,0.001327,35,84
state_nearest_memory,heldout_object,1,0.576871,0.023825,0.468529,0.003025,0.289976,0.004949,0.104034,0.002464,0.419901,0.005858,0.197351,0.001097,0.113643,0.001302,35,84
state_nearest_memory,heldout_object,2,0.582313,0.024055,0.467965,0.003461,0.289204,0.004862,0.103802,0.002562,0.419803,0.005483,0.197206,0.001201,0.113559,0.001173,35,84
state_nearest_memory,heldout_object,3,0.569048,0.022409,0.466943,0.003306,0.289117,0.004895,0.103767,0.002776,0.420192,0.005624,0.197322,0.001316,0.113717,0.001169,35,84
state_nearest_memory,heldout_object,4,0.584694,0.024044,0.466379,0.003053,0.289374,0.004856,0.103865,0.002794,0.418509,0.005634,0.197491,0.001347,0.113653,0.001163,35,84
state_nearest_memory,heldout_object,5,0.569728,0.023297,0.465815,0.002811,0.289288,0.005253,0.104321,0.002864,0.417869,0.005914,0.197631,0.001397,0.113582,0.001166,35,84
state_nearest_memory,heldout_object,6,0.599320,0.025506,0.466623,0.002805,0.288173,0.005187,0.103809,0.002988,0.418299,0.005833,0.197376,0.001327,0.113263,0.001130,35,84
state_nearest_memory,seen_corpus,0,0.611224,0.021000,0.473847,0.002818,0.275150,0.005035,0.099444,0.002821,0.425952,0.005680,0.193838,0.000914,0.109503,0.001136,35,84
state_nearest_memory,seen_corpus,1,0.630272,0.023135,0.474631,0.002811,0.275389,0.004963,0.098546,0.002757,0.425272,0.005572,0.193490,0.001054,0.109655,0.001090,35,84
state_nearest_memory,seen_corpus,2,0.613946,0.023003,0.474043,0.002991,0.275285,0.004702,0.099016,0.002686,0.426149,0.005558,0.193637,0.001070,0.110029,0.001091,35,84
state_nearest_memory,seen_corpus,3,0.619728,0.023016,0.473454,0.002949,0.274838,0.005034,0.098789,0.002641,0.426525,0.005700,0.193703,0.001081,0.109711,0.001102,35,84
state_nearest_memory,seen_corpus,4,0.614626,0.021306,0.473781,0.003143,0.275420,0.005040,0.098400,0.002681,0.425831,0.005619,0.193922,0.001069,0.109640,0.000973,35,84
state_nearest_memory,seen_corpus,5,0.618367,0.023469,0.474108,0.002929,0.275659,0.005126,0.098495,0.002661,0.425151,0.005932,0.193560,0.001144,0.109792,0.000853,35,84
state_nearest_memory,seen_corpus,6,0.615306,0.022079,0.473977,0.002945,0.275212,0.005171,0.098445,0.002683,0.425528,0.006067,0.193750,0.001259,0.109702,0.001008,35,84
uncertainty_gated_retrieval,combined_stress,0,0.527211,0.024135,0.498839,0.002898,0.226103,0.004219,0.094702,0.002653,0.468935,0.005719,0.285427,0.001265,0.096202,0.001125,35,84
uncertainty_gated_retrieval,combined_stress,1,0.547959,0.018757,0.498339,0.003099,0.226751,0.004224,0.094302,0.002543,0.469366,0.005548,0.285100,0.001054,0.096634,0.001128,35,84
uncertainty_gated_retrieval,combined_stress,2,0.529252,0.017386,0.498296,0.002888,0.225684,0.003987,0.094792,0.002518,0.469866,0.005775,0.285781,0.001071,0.096806,0.001142,35,84
uncertainty_gated_retrieval,combined_stress,3,0.533333,0.025859,0.498711,0.002775,0.225989,0.004067,0.094700,0.002548,0.469283,0.005292,0.285916,0.001162,0.096774,0.001220,35,84
uncertainty_gated_retrieval,combined_stress,4,0.543197,0.021155,0.499125,0.002522,0.226294,0.003894,0.094720,0.002452,0.469213,0.005515,0.285740,0.001248,0.096742,0.001151,35,84
uncertainty_gated_retrieval,combined_stress,5,0.529252,0.023710,0.499997,0.002517,0.225913,0.004006,0.095395,0.002472,0.468657,0.005796,0.285898,0.001188,0.096698,0.001074,35,84
uncertainty_gated_retrieval,combined_stress,6,0.540136,0.020361,0.499955,0.002714,0.225875,0.003780,0.094912,0.002332,0.469116,0.005876,0.285251,0.001131,0.097117,0.001071,35,84
uncertainty_gated_retrieval,cross_embodiment,0,0.552721,0.020366,0.507165,0.002579,0.213136,0.004063,0.089168,0.002495,0.475789,0.005912,0.280810,0.001073,0.091447,0.001164,35,84
uncertainty_gated_retrieval,cross_embodiment,1,0.555442,0.016511,0.507588,0.002662,0.213447,0.004021,0.088879,0.002584,0.475214,0.005792,0.281196,0.001075,0.091419,0.001180,35,84
uncertainty_gated_retrieval,cross_embodiment,2,0.557823,0.019467,0.508010,0.002424,0.213072,0.003981,0.089002,0.002642,0.475695,0.005658,0.280901,0.001121,0.091607,0.001190,35,84
uncertainty_gated_retrieval,cross_embodiment,3,0.568027,0.020684,0.508433,0.002409,0.212697,0.003934,0.088741,0.002806,0.476692,0.005649,0.280725,0.001240,0.091567,0.001134,35,84
uncertainty_gated_retrieval,cross_embodiment,4,0.558844,0.024741,0.507483,0.002767,0.213008,0.004017,0.088690,0.002649,0.477146,0.005795,0.280591,0.001351,0.091768,0.001093,35,84
uncertainty_gated_retrieval,cross_embodiment,5,0.560884,0.021766,0.507906,0.002855,0.213662,0.004022,0.088669,0.002451,0.477071,0.006185,0.280529,0.001394,0.092204,0.001096,35,84
uncertainty_gated_retrieval,cross_embodiment,6,0.550680,0.021862,0.507414,0.002922,0.213973,0.004219,0.088638,0.002620,0.477011,0.005980,0.280181,0.001305,0.091948,0.001088,35,84
uncertainty_gated_retrieval,heldout_mechanism,0,0.575510,0.020448,0.510618,0.002826,0.206630,0.004003,0.085117,0.002636,0.479079,0.005869,0.278353,0.001219,0.088256,0.001065,35,84
uncertainty_gated_retrieval,heldout_mechanism,1,0.570408,0.020005,0.511506,0.002820,0.206947,0.004200,0.085675,0.002558,0.479028,0.005952,0.278166,0.001272,0.088690,0.001069,35,84
uncertainty_gated_retrieval,heldout_mechanism,2,0.582993,0.019119,0.511022,0.002968,0.206234,0.004145,0.085573,0.002572,0.479532,0.005835,0.278189,0.001139,0.088648,0.001154,35,84
uncertainty_gated_retrieval,heldout_mechanism,3,0.575510,0.023489,0.511453,0.003019,0.206551,0.004092,0.085492,0.002641,0.480509,0.005832,0.278264,0.001420,0.089081,0.001159,35,84
uncertainty_gated_retrieval,heldout_mechanism,4,0.572789,0.023660,0.511883,0.003014,0.206868,0.004093,0.085774,0.002625,0.480457,0.006224,0.278044,0.001283,0.089286,0.001212,35,84
uncertainty_gated_retrieval,heldout_mechanism,5,0.576871,0.022029,0.512771,0.003007,0.207185,0.004122,0.085462,0.002563,0.481434,0.006212,0.277958,0.001119,0.089034,0.001282,35,84
uncertainty_gated_retrieval,heldout_mechanism,6,0.592517,0.021899,0.511830,0.002958,0.207502,0.004052,0.085376,0.002589,0.481383,0.005898,0.277710,0.001271,0.089239,0.001243,35,84
uncertainty_gated_retrieval,heldout_object,0,0.601701,0.021052,0.515379,0.002857,0.201211,0.004041,0.083040,0.002579,0.483259,0.005911,0.275980,0.001037,0.085650,0.001184,35,84
uncertainty_gated_retrieval,heldout_object,1,0.600680,0.023978,0.514413,0.002769,0.200823,0.003906,0.082994,0.002509,0.483208,0.005611,0.275496,0.001276,0.085830,0.001148,35,84
uncertainty_gated_retrieval,heldout_object,2,0.597959,0.020226,0.514820,0.002800,0.199407,0.003732,0.082448,0.002441,0.484228,0.005575,0.275264,0.001374,0.085992,0.001043,35,84
uncertainty_gated_retrieval,heldout_object,3,0.600340,0.017385,0.515227,0.002547,0.199706,0.003810,0.082157,0.002370,0.484150,0.005498,0.275189,0.001247,0.086413,0.001049,35,84
uncertainty_gated_retrieval,heldout_object,4,0.609864,0.019489,0.514718,0.002705,0.200348,0.003815,0.081977,0.002837,0.485087,0.005492,0.275014,0.001373,0.086841,0.001052,35,84
uncertainty_gated_retrieval,heldout_object,5,0.588095,0.016211,0.515125,0.002660,0.200304,0.003970,0.082600,0.002734,0.484508,0.005983,0.275506,0.001244,0.086570,0.001230,35,84
uncertainty_gated_retrieval,heldout_object,6,0.591837,0.018414,0.515989,0.002653,0.200946,0.003975,0.082536,0.002728,0.484416,0.006117,0.275641,0.001259,0.086311,0.001354,35,84
uncertainty_gated_retrieval,seen_corpus,0,0.611565,0.018844,0.521562,0.002826,0.191323,0.004091,0.077902,0.002571,0.490591,0.006531,0.270940,0.001136,0.081101,0.001198,35,84
uncertainty_gated_retrieval,seen_corpus,1,0.635374,0.018000,0.521944,0.002795,0.191604,0.004108,0.077397,0.002603,0.488943,0.006373,0.271010,0.001083,0.081510,0.001198,35,84
uncertainty_gated_retrieval,seen_corpus,2,0.626190,0.022295,0.521870,0.002663,0.191199,0.004184,0.077730,0.002600,0.489381,0.006512,0.271314,0.001065,0.081678,0.001196,35,84
uncertainty_gated_retrieval,seen_corpus,3,0.612585,0.021841,0.521795,0.002771,0.189765,0.003784,0.078302,0.002669,0.489345,0.006478,0.271680,0.001254,0.081599,0.001175,35,84
uncertainty_gated_retrieval,seen_corpus,4,0.611224,0.017507,0.521720,0.002941,0.190389,0.003788,0.078556,0.002594,0.489742,0.006282,0.272103,0.001221,0.081557,0.001160,35,84
uncertainty_gated_retrieval,seen_corpus,5,0.611905,0.018774,0.522560,0.002934,0.190326,0.004067,0.078031,0.002692,0.488622,0.005851,0.272040,0.001310,0.081731,0.001131,35,84
uncertainty_gated_retrieval,seen_corpus,6,0.607483,0.018732,0.522943,0.002918,0.190607,0.004149,0.078319,0.002634,0.489032,0.005581,0.272277,0.001249,0.081911,0.001146,35,84
visual_nearest_retrieval,combined_stress,0,0.473469,0.023916,0.424153,0.002999,0.371443,0.005465,0.128697,0.002549,0.376778,0.005876,0.196064,0.001493,0.137845,0.001283,35,84
visual_nearest_retrieval,combined_stress,1,0.469048,0.031073,0.424544,0.003007,0.372073,0.005470,0.129016,0.002625,0.377698,0.005870,0.195619,0.001355,0.137807,0.001388,35,84
visual_nearest_retrieval,combined_stress,2,0.455782,0.024678,0.424477,0.003143,0.372017,0.005321,0.129232,0.002604,0.378131,0.005674,0.195984,0.001262,0.137528,0.001399,35,84
visual_nearest_retrieval,combined_stress,3,0.460544,0.021766,0.423953,0.003069,0.372647,0.005326,0.129367,0.002499,0.378022,0.005300,0.196325,0.001219,0.137490,0.001326,35,84
visual_nearest_retrieval,combined_stress,4,0.458844,0.028463,0.422971,0.002731,0.372934,0.005354,0.129835,0.002642,0.377926,0.005395,0.196300,0.001253,0.137217,0.001433,35,84
visual_nearest_retrieval,combined_stress,5,0.452041,0.026065,0.422447,0.002540,0.372878,0.005569,0.129921,0.002561,0.376815,0.005988,0.196345,0.001324,0.136710,0.001250,35,84
visual_nearest_retrieval,combined_stress,6,0.467007,0.026666,0.422838,0.002733,0.372479,0.005563,0.128861,0.002820,0.376747,0.006355,0.196315,0.001193,0.136882,0.001257,35,84
