method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
oracle_mechanism_retrieval,heldout_object,9,0.8100260417,0.0104335576,0.9669339098,0.0081891363,0.7544550750,0.0016147541,0.0411127298,0.0013493134,0.6920594970,0.0029545317,0.0310009848,0.0013940495,0.1751074479,0.0006082247,0.0579436519,0.0014455685,0.0324979262,0.0006160919,0.9008984922,0.0015531915,80,96
oracle_mechanism_retrieval,seen_corpus,0,0.8191406250,0.0085427865,0.9808161247,0.0060648163,0.7606792375,0.0015794238,0.0389132270,0.0012651819,0.6959714996,0.0028589136,0.0284934571,0.0013940234,0.1717437563,0.0005406404,0.0494572582,0.0013792702,0.0286610241,0.0006715154,0.9117634454,0.0016095310,80,96
oracle_mechanism_retrieval,seen_corpus,1,0.8141927083,0.0109889736,0.9732558705,0.0078269690,0.7602705250,0.0015285996,0.0389914770,0.0012994011,0.6959032233,0.0028589901,0.0287039846,0.0013626980,0.1719260146,0.0005803500,0.0492164584,0.0014184544,0.0287932636,0.0006742138,0.9117886534,0.0015849363,80,96
oracle_mechanism_retrieval,seen_corpus,2,0.8096354167,0.0107617369,0.9707216486,0.0078187149,0.7603870750,0.0015404315,0.0386945395,0.0013178688,0.6956729911,0.0028376993,0.0286561053,0.0014085866,0.1721778417,0.0005392998,0.0492618404,0.0014102810,0.0288444626,0.0006759925,0.9118783936,0.0015597912,80,96
oracle_mechanism_retrieval,seen_corpus,3,0.8113281250,0.0134969971,0.9669114333,0.0092794268,0.7601534500,0.0016905752,0.0388978520,0.0013608276,0.6959505127,0.0028867282,0.0283806684,0.0014453169,0.1721170563,0.0006488706,0.0496207441,0.0013836859,0.0286785531,0.0006001387,0.9117100049,0.0016620893,80,96
oracle_mechanism_retrieval,seen_corpus,4,0.8203125000,0.0095920935,0.9787787800,0.0063782084,0.7599198250,0.0018001480,0.0388510395,0.0013523291,0.6960617011,0.0030885940,0.0281815853,0.0014218292,0.1722543375,0.0006320563,0.0496712362,0.0013633850,0.0290339041,0.0006003953,0.9116566736,0.0017160868,80,96
oracle_mechanism_retrieval,seen_corpus,5,0.8101562500,0.0085638476,0.9747349344,0.0058690141,0.7593360250,0.0017966511,0.0388042270,0.0012589056,0.6965230646,0.0030582025,0.0281019209,0.0014011484,0.1725095125,0.0006299933,0.0496153751,0.0013145629,0.0289390301,0.0006028348,0.9113752284,0.0016346636,80,96
oracle_mechanism_retrieval,seen_corpus,6,0.8216145833,0.0098490814,0.9797388576,0.0063045770,0.7596276625,0.0017064643,0.0385072895,0.0012831686,0.6966430074,0.0029747430,0.0277657603,0.0013737869,0.1723870458,0.0006265806,0.0496544539,0.0013103018,0.0289902291,0.0006224248,0.9114789756,0.0015946415,80,96
oracle_mechanism_retrieval,seen_corpus,7,0.8214843750,0.0106246141,0.9774038902,0.0071466549,0.7597442125,0.0016764681,0.0388356645,0.0012813764,0.6969161517,0.0030247974,0.0276819653,0.0013894408,0.1725018563,0.0006680972,0.0499190142,0.0012712941,0.0289763956,0.0006194913,0.9115311971,0.0016031110,80,96
oracle_mechanism_retrieval,seen_corpus,8,0.8144531250,0.0099537876,0.9751128451,0.0071985763,0.7598607625,0.0016441621,0.0389139145,0.0012329717,0.6968478755,0.0029723060,0.0277799178,0.0013800428,0.1724881688,0.0006343025,0.0497782644,0.0014266999,0.0288835226,0.0006392120,0.9113983261,0.0016676607,80,96
oracle_mechanism_retrieval,seen_corpus,9,0.8117187500,0.0099979609,0.9730843693,0.0072454443,0.7603274875,0.0016305778,0.0392422895,0.0012362119,0.6969459324,0.0030727113,0.0278930728,0.0013676693,0.1721892125,0.0005834027,0.0501460262,0.0013980557,0.0289447266,0.0006007192,0.9112784616,0.0016037722,80,96
oracle_mechanism_retrieval,sparse_corpus,0,0.7990885417,0.0096448510,0.9470558164,0.0092272607,0.7433606375,0.0016985732,0.0478039449,0.0013622235,0.6838236769,0.0028759307,0.0361843699,0.0014294858,0.1820194479,0.0006287697,0.0724973013,0.0014103630,0.0405655806,0.0006613686,0.8774954143,0.0017418701,80,96
oracle_mechanism_retrieval,sparse_corpus,1,0.7901041667,0.0104956790,0.9376271746,0.0101523029,0.7431410125,0.0015861224,0.0480172574,0.0013764431,0.6839397610,0.0029117916,0.0364079705,0.0014243027,0.1818890292,0.0006257125,0.0726674609,0.0014186563,0.0405559061,0.0006838766,0.8773355456,0.0016757605,80,96
oracle_mechanism_retrieval,sparse_corpus,2,0.7997395833,0.0097656901,0.9484238366,0.0090396747,0.7427463000,0.0015521485,0.0479804449,0.0014061976,0.6838895119,0.0029061420,0.0360537936,0.0013510307,0.1817980833,0.0005636742,0.0727293088,0.0014238680,0.0402420796,0.0006738663,0.8773767773,0.0015991073,80,96
oracle_mechanism_retrieval,sparse_corpus,3,0.7912760417,0.0108622005,0.9386642733,0.0102344087,0.7427017625,0.0015599234,0.0484438824,0.0013990130,0.6836466666,0.0029256975,0.0362104905,0.0013689213,0.1818854854,0.0005880248,0.0725169847,0.0014491610,0.0398612196,0.0006910693,0.8773159581,0.0015424437,80,96
oracle_mechanism_retrieval,sparse_corpus,4,0.7990885417,0.0102804014,0.9463364046,0.0100063213,0.7430074000,0.0015351060,0.0479068199,0.0013892795,0.6830886638,0.0030877208,0.0361542586,0.0013691206,0.1814448729,0.0006350164,0.0724654109,0.0014283560,0.0399145766,0.0006651484,0.8775432828,0.0015323610,80,96
oracle_mechanism_retrieval,sparse_corpus,5,0.8045572917,0.0098883042,0.9499165002,0.0087364158,0.7427877750,0.0016060754,0.0482451949,0.0013921990,0.6826751082,0.0030092751,0.0362765324,0.0013334428,0.1811871479,0.0006269593,0.0725506818,0.0014884661,0.0398318656,0.0006661662,0.8775760103,0.0015089230,80,96
oracle_mechanism_retrieval,sparse_corpus,6,0.8007812500,0.0096665813,0.9484638893,0.0096478616,0.7427432375,0.0016962241,0.0479582574,0.0013860134,0.6831588760,0.0030022018,0.0365214405,0.0013590552,0.1812089250,0.0006559112,0.0722915118,0.0014237966,0.0398892246,0.0006250943,0.8778603636,0.0015463678,80,96
oracle_mechanism_retrieval,sparse_corpus,7,0.8006510417,0.0118401056,0.9456058734,0.0099832336,0.7433990500,0.0016828822,0.0480465074,0.0013587461,0.6829291622,0.0028650809,0.0364268368,0.0013714804,0.1813297354,0.0006175236,0.0722621679,0.0013333613,0.0398775491,0.0006105632,0.8776779836,0.0015992205,80,96
oracle_mechanism_retrieval,sparse_corpus,8,0.7955729167,0.0109825571,0.9430129288,0.0101264975,0.7430043375,0.0017346310,0.0476345074,0.0012832906,0.6827169572,0.0028866891,0.0365363530,0.0014189699,0.1812196667,0.0005914168,0.0722099976,0.0013608391,0.0399329071,0.0006021572,0.8778417766,0.0015694093,80,96
oracle_mechanism_retrieval,sparse_corpus,9,0.7972656250,0.0106877463,0.9451154966,0.0100560329,0.7431348875,0.0016830965,0.0474726324,0.0012519135,0.6830212604,0.0027859456,0.0365415030,0.0014112862,0.1813149562,0.0005646510,0.0721597858,0.0014017759,0.0402173796,0.0006126748,0.8776323831,0.0015994258,80,96
oracle_mechanism_retrieval,stale_memory,0,0.7914062500,0.0089480149,0.9335071562,0.0087875912,0.7375283625,0.0017506296,0.0545131646,0.0014331936,0.6813508367,0.0028721711,0.0380567715,0.0013778768,0.1851240375,0.0005054900,0.0753069773,0.0014289697,0.0446457681,0.0007020620,0.8636918291,0.0016074267,80,96
oracle_mechanism_retrieval,stale_memory,1,0.7997395833,0.0104571181,0.9407717850,0.0103648121,0.7374768250,0.0016146732,0.0547214771,0.0013843706,0.6805846583,0.0029786607,0.0378902659,0.0013889557,0.1851233583,0.0005200943,0.0752886926,0.0014841591,0.0447830886,0.0006909049,0.8636417574,0.0015720424,80,96
oracle_mechanism_retrieval,stale_memory,2,0.8005208333,0.0097867730,0.9408688534,0.0092560590,0.7372502000,0.0018307871,0.0545546021,0.0013612514,0.6810572239,0.0030126440,0.0379084721,0.0014175258,0.1850032958,0.0005689519,0.0754313271,0.0014547623,0.0447643311,0.0006343424,0.8638002899,0.0015963107,80,96
oracle_mechanism_retrieval,stale_memory,3,0.7903645833,0.0099887209,0.9318699547,0.0099503270,0.7373737500,0.0017644472,0.0545127896,0.0012781665,0.6810001499,0.0029440393,0.0379071953,0.0013645020,0.1853365083,0.0005725969,0.0752889728,0.0014104588,0.0445974996,0.0005982231,0.8634790826,0.0015700237,80,96
oracle_mechanism_retrieval,stale_memory,4,0.7990885417,0.0103952422,0.9399351428,0.0094879696,0.7374973000,0.0017849323,0.0543459146,0.0012024545,0.6811225405,0.0028998297,0.0376323578,0.0013053359,0.1854804354,0.0005612118,0.0753378604,0.0013609469,0.0446537796,0.0005993176,0.8635655791,0.0015990378,80,96
oracle_mechanism_retrieval,stale_memory,5,0.7875000000,0.0094751756,0.9304274213,0.0095659881,0.7379710250,0.0017780720,0.0541790396,0.0012227045,0.6815951061,0.0028248066,0.0378732203,0.0013351917,0.1856836250,0.0005945057,0.0757806449,0.0013640239,0.0447100596,0.0005987242,0.8635800396,0.0016050365,80,96
oracle_mechanism_retrieval,stale_memory,6,0.7899739583,0.0093901760,0.9323938294,0.0095521515,0.7380945750,0.0017007583,0.0545124146,0.0012748064,0.6813498130,0.0028852616,0.0376708628,0.0014032964,0.1857649771,0.0005713327,0.0759587120,0.0013408299,0.0445492311,0.0005707538,0.8635364711,0.0016957860,80,96
oracle_mechanism_retrieval,stale_memory,7,0.7976562500,0.0127417955,0.9355278101,0.0115351188,0.7376928625,0.0016381175,0.0543455396,0.0013364176,0.6812971161,0.0029886270,0.0371896628,0.0014412495,0.1853982250,0.0006762139,0.0761108012,0.0014223793,0.0446805486,0.0005740322,0.8633808466,0.0017226824,80,96
oracle_mechanism_retrieval,stale_memory,8,0.7977864583,0.0105745230,0.9384847265,0.0096118867,0.7381665875,0.0015049616,0.0545538521,0.0013063303,0.6814063752,0.0030542206,0.0372458509,0.0014180489,0.1852872771,0.0006118703,0.0760767586,0.0013574155,0.0447428316,0.0005961097,0.8631726959,0.0016911366,80,96
oracle_mechanism_retrieval,stale_memory,9,0.7977864583,0.0102128146,0.9392917527,0.0095986352,0.7381150500,0.0014298357,0.0546371021,0.0012775332,0.6816950989,0.0031018268,0.0372205909,0.0014287353,0.1851781521,0.0006147146,0.0760338578,0.0014087688,0.0447280761,0.0006326272,0.8634302779,0.0016384890,80,96
oracle_mechanism_retrieval,visually_aliased,0,0.7901041667,0.0112713773,0.9339498276,0.0103488392,0.7401139500,0.0014574901,0.0470273059,0.0012854928,0.6805928218,0.0029080393,0.0380948239,0.0013666737,0.1827193667,0.0006133681,0.0767889580,0.0014502854,0.0416080169,0.0006329442,0.8732515776,0.0015407104,80,96
oracle_mechanism_retrieval,visually_aliased,1,0.7975260417,0.0103612419,0.9432565707,0.0096607800,0.7402655000,0.0014718539,0.0467553684,0.0012864215,0.6812721521,0.0028949816,0.0377730320,0.0013217130,0.1826684104,0.0005905810,0.0769391428,0.0014667248,0.0415245409,0.0006390808,0.8731625179,0.0016077268,80,96
oracle_mechanism_retrieval,visually_aliased,2,0.7984375000,0.0102669598,0.9423349874,0.0092445807,0.7402419625,0.0015196687,0.0471087434,0.0012538420,0.6815794215,0.0029200692,0.0379123495,0.0013734169,0.1827086000,0.0006087892,0.0768240139,0.0013661606,0.0416761824,0.0006142530,0.8731219824,0.0015661198,80,96
oracle_mechanism_retrieval,visually_aliased,3,0.7901041667,0.0121336888,0.9341563277,0.0115512838,0.7402184250,0.0014747982,0.0474621184,0.0013220027,0.6818866909,0.0028833266,0.0380679983,0.0014327763,0.1825780667,0.0005431211,0.0771090849,0.0013416401,0.0418278239,0.0006119709,0.8731814969,0.0016083653,80,96
oracle_mechanism_retrieval,visually_aliased,4,0.7916666667,0.0096776625,0.9372613348,0.0096246935,0.7405450625,0.0014623005,0.0476904309,0.0012960831,0.6814979874,0.0027604859,0.0381118052,0.0014108940,0.1827592167,0.0005303954,0.0772009556,0.0013208332,0.0415272394,0.0006158679,0.8730764291,0.0016195515,80,96
oracle_mechanism_retrieval,visually_aliased,5,0.7868489583,0.0102595293,0.9322834373,0.0100352157,0.7403464375,0.0015609708,0.0480438059,0.0012860420,0.6814550818,0.0028776411,0.0381291352,0.0014686792,0.1828796146,0.0005092557,0.0771921798,0.0013610974,0.0416038434,0.0006400149,0.8732219866,0.0016066903,80,96
oracle_mechanism_retrieval,visually_aliased,6,0.7951822917,0.0112117894,0.9387256231,0.0101414390,0.7404979875,0.0016235035,0.0482721184,0.0012118556,0.6812414659,0.0027645734,0.0377509170,0.0014255604,0.1828158979,0.0005427585,0.0772808989,0.0013526790,0.0414533339,0.0006518131,0.8736031619,0.0015873652,80,96
oracle_mechanism_retrieval,visually_aliased,7,0.8009114583,0.0116108875,0.9439245389,0.0104271431,0.7409997125,0.0016247477,0.0483753684,0.0012078900,0.6813824021,0.0027435496,0.0377860070,0.0014054953,0.1828636771,0.0005382424,0.0771575083,0.0013825306,0.0415259359,0.0006877547,0.8737197049,0.0015709608,80,96
oracle_mechanism_retrieval,visually_aliased,8,0.7898437500,0.0120172123,0.9335538321,0.0117988445,0.7411512625,0.0016660108,0.0479783684,0.0012738141,0.6808404971,0.0029404576,0.0380133858,0.0015008189,0.1828464625,0.0006523731,0.0771239476,0.0013534004,0.0415905339,0.0006734762,0.8740383489,0.0015877184,80,96
oracle_mechanism_retrieval,visually_aliased,9,0.7949218750,0.0106855862,0.9395669232,0.0103068138,0.7404273750,0.0018408058,0.0478314934,0.0012966599,0.6804649252,0.0029779387,0.0378175733,0.0013688387,0.1829033562,0.0006420215,0.0771986985,0.0013409165,0.0415840964,0.0006435526,0.8741719004,0.0016820581,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,0,0.6701822917,0.0132601125,0.6926297558,0.0143506285,0.6074187125,0.0016387551,0.1222375566,0.0016282098,0.5743630280,0.0029280553,0.0633345852,0.0014585815,0.2400898604,0.0006583594,0.1213219555,0.0013758765,0.0721480109,0.0006218603,0.6849380936,0.0017895768,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,1,0.6601562500,0.0121243085,0.6822558499,0.0129488450,0.6071500000,0.0015646758,0.1221656816,0.0016455544,0.5740898311,0.0028657119,0.0636860102,0.0014544054,0.2404782500,0.0006349689,0.1210580387,0.0013898855,0.0721127359,0.0006055593,0.6849634591,0.0016774337,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,2,0.6682291667,0.0120518767,0.6900338156,0.0133157880,0.6070563750,0.0016452224,0.1224689941,0.0016486536,0.5741536777,0.0029331661,0.0638129546,0.0014764738,0.2404631792,0.0006476273,0.1214052385,0.0014147400,0.0720084264,0.0006168561,0.6850803704,0.0016786580,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,3,0.6717447917,0.0112824534,0.6934836117,0.0121649932,0.6062624000,0.0017709010,0.1221469941,0.0016461718,0.5742394102,0.0029417330,0.0639781583,0.0014258193,0.2404368729,0.0006568037,0.1215238054,0.0014382718,0.0721192244,0.0006063033,0.6852788224,0.0016653763,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,4,0.6700520833,0.0101029602,0.6918376296,0.0111181443,0.6063438625,0.0017457972,0.1218249941,0.0017041833,0.5743251427,0.0028961997,0.0641620746,0.0014374369,0.2404834833,0.0006168959,0.1215423222,0.0013946945,0.0723050599,0.0006020574,0.6852471594,0.0016949904,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,5,0.6755208333,0.0115830552,0.6976204548,0.0127267131,0.6062502375,0.0016799554,0.1218781816,0.0017919940,0.5745728311,0.0028827052,0.0638681602,0.0014735227,0.2402797583,0.0006107370,0.1213747072,0.0014574230,0.0725719359,0.0006116630,0.6852790281,0.0016962403,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,6,0.6699218750,0.0119003925,0.6919665528,0.0132264115,0.6059815250,0.0016965064,0.1219313691,0.0017694913,0.5742952571,0.0027422142,0.0639235396,0.0014803727,0.2401559437,0.0006227692,0.1211164970,0.0014529783,0.0724636244,0.0005987063,0.6851968399,0.0016962190,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,7,0.6703125000,0.0106578129,0.6924012893,0.0114667586,0.6069384250,0.0016930924,0.1221096191,0.0017535490,0.5738382183,0.0028979353,0.0638048233,0.0014525120,0.2402484250,0.0005948581,0.1208671449,0.0014177306,0.0726574639,0.0006070651,0.6850050969,0.0016197261,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,8,0.6621093750,0.0118350911,0.6838896546,0.0130519424,0.6066697125,0.0016345194,0.1222878691,0.0017466713,0.5739064421,0.0028891718,0.0641409446,0.0014636246,0.2403111437,0.0006171852,0.1208084382,0.0014337218,0.0724010784,0.0006747200,0.6850154549,0.0015670051,80,96
proposed_mechanism_retrieval_controller_v4,combined_stress,9,0.6712239583,0.0137911473,0.6930928323,0.0149379954,0.6065760875,0.0016610530,0.1223410566,0.0017542738,0.5739790430,0.0031067958,0.0640065177,0.0015119192,0.2402814896,0.0006559476,0.1207440248,0.0014104158,0.0723678044,0.0006745161,0.6850473236,0.0015315190,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,0,0.6917968750,0.0111690583,0.7311324606,0.0120902304,0.6177034250,0.0015050091,0.1107820565,0.0016785562,0.5820485905,0.0027674947,0.0585821502,0.0013936998,0.2337601187,0.0006419886,0.1083668679,0.0014723391,0.0643583754,0.0006161676,0.7088949506,0.0016139008,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,1,0.6868489583,0.0136445023,0.7257759592,0.0146540124,0.6172666250,0.0015543524,0.1108402440,0.0016614785,0.5819529290,0.0028056869,0.0587041983,0.0014233856,0.2340804146,0.0006570214,0.1088099583,0.0014896718,0.0643281814,0.0006376648,0.7089030654,0.0015957843,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,2,0.6944010417,0.0118412197,0.7332432309,0.0125276201,0.6171800000,0.0017194476,0.1111485565,0.0016600639,0.5814983380,0.0028306523,0.0587688302,0.0013597248,0.2338505229,0.0006035667,0.1082702650,0.0014383438,0.0643019894,0.0006190414,0.7091242866,0.0016196468,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,3,0.6911458333,0.0112420812,0.7303055098,0.0118780971,0.6176186375,0.0016781108,0.1105814315,0.0017206533,0.5814245624,0.0028270159,0.0588166377,0.0013230260,0.2336218583,0.0006330498,0.1083846723,0.0014336116,0.0644118654,0.0006269933,0.7091399051,0.0015955005,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,4,0.6920572917,0.0131647664,0.7311061585,0.0139185449,0.6170067500,0.0018150449,0.1106396190,0.0016240193,0.5813289008,0.0030728234,0.0588332171,0.0013744092,0.2334098979,0.0006066395,0.1085276126,0.0015123841,0.0646067839,0.0005874936,0.7094341629,0.0016450051,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,5,0.6871093750,0.0122437730,0.7263308848,0.0135118320,0.6169201250,0.0017063345,0.1103226190,0.0015997733,0.5817716333,0.0030774329,0.0589290021,0.0014760594,0.2334300438,0.0006386812,0.1085439285,0.0015142571,0.0646456244,0.0006117241,0.7093927529,0.0016395812,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,6,0.6846354167,0.0115366974,0.7241954053,0.0126200229,0.6173587625,0.0016744485,0.1102557440,0.0015647349,0.5820305240,0.0031477733,0.0589227271,0.0015137236,0.2333405167,0.0005820869,0.1079745090,0.0014499260,0.0647635044,0.0006212870,0.7092783064,0.0016135430,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,7,0.6808593750,0.0106090832,0.7201034893,0.0118561544,0.6174472250,0.0015806957,0.1101888690,0.0016274956,0.5815890646,0.0031263240,0.0593150771,0.0015337107,0.2333442563,0.0006144824,0.1080179959,0.0013798949,0.0648813844,0.0006485127,0.7091358459,0.0016852612,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,8,0.6953125000,0.0123139046,0.7347379080,0.0133762912,0.6175356875,0.0015387032,0.1103721190,0.0016144674,0.5813139383,0.0030481482,0.0586464358,0.0014694490,0.2335430125,0.0005798046,0.1080697445,0.0013312666,0.0645530414,0.0006516506,0.7089783779,0.0016943888,80,96
proposed_mechanism_retrieval_controller_v4,cross_embodiment,9,0.6890625000,0.0133352865,0.7280684141,0.0139080943,0.6177992375,0.0015553651,0.1106804315,0.0016208774,0.5812095224,0.0030407160,0.0589595052,0.0014559566,0.2338065000,0.0005915781,0.1081240480,0.0013585054,0.0642266994,0.0006794340,0.7089274631,0.0017273507,80,96
proposed_mechanism_retrieval_controller_v4,heldout_mechanism,0,0.6894531250,0.0128721865,0.7353727470,0.0138995961,0.6218606500,0.0015243571,0.1065345606,0.0016570308,0.5855370829,0.0031364047,0.0570266130,0.0014766236,0.2312241437,0.0005449264,0.1028938877,0.0014699638,0.0613714380,0.0006808098,0.7176544284,0.0017375671,80,96
