method,split,task,regime,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,actuator_lag_shift,0.7385416667,0.0218308814,0.7503191313,0.0219552725,0.6116040000,0.0016551234,0.1217473480,0.0022856549,0.5959841428,0.0027901216,0.0631131644,0.0014808480,0.2985697167,0.0011060230,0.1102893161,0.0012891412,0.0610750576,0.0009966127,0.6490410791,0.0013932971,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,compliance_shift,0.7239583333,0.0300139660,0.7430182257,0.0310870821,0.6161998000,0.0032088856,0.1174701960,0.0011540826,0.6013377431,0.0030867626,0.0596768637,0.0013403316,0.2977148833,0.0011492749,0.1063528794,0.0015949089,0.0611491231,0.0007278039,0.6524737722,0.0007038471,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,compound_mechanism_shift,0.6843750000,0.0292005128,0.6844581212,0.0298433977,0.6035450000,0.0017339388,0.1285607880,0.0012291449,0.5963025724,0.0023539474,0.0712307052,0.0012585881,0.3026061500,0.0010828056,0.1154305892,0.0015772168,0.0649544726,0.0010160096,0.6397079527,0.0010482823,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,friction_mismatch,0.7177083333,0.0257264403,0.7439641585,0.0265938934,0.6196702000,0.0023505058,0.1122084480,0.0019883612,0.6021369043,0.0032176252,0.0556842414,0.0014657723,0.2963128833,0.0011709418,0.1014673159,0.0013226724,0.0585071352,0.0013858044,0.6591091091,0.0010174620,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,occluded_contact_shift,0.7218750000,0.0307457496,0.7364228798,0.0314774990,0.6160440000,0.0017076670,0.1196227720,0.0022602380,0.5983304030,0.0030146138,0.0613693440,0.0008509321,0.2997777500,0.0008671625,0.1104022775,0.0016257650,0.0614262644,0.0013072223,0.6515397537,0.0014015552,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,source_matched,0.7500000000,0.0272222222,0.7879140529,0.0270952044,0.6268811000,0.0030712139,0.1041117200,0.0021990621,0.6061223898,0.0032277384,0.0477549204,0.0011030755,0.2958557000,0.0011551180,0.0972528244,0.0008829192,0.0561917875,0.0006786274,0.6668417848,0.0008889389,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,support_topology_shift,0.7062500000,0.0221154379,0.7281508220,0.0225437268,0.6166744000,0.0027586609,0.1140697160,0.0012103793,0.6034728599,0.0016521678,0.0590382801,0.0012458561,0.2984833000,0.0014584804,0.1040890257,0.0013472490,0.0597117155,0.0007624827,0.6535321690,0.0014534663,10,96
failure_aware_active_retrieval,heldout_mechanism,drawer_pull_with_stiction,tool_geometry_shift,0.6968750000,0.0211848538,0.7063442131,0.0218799781,0.6111944000,0.0030344257,0.1218314240,0.0011822310,0.5970161002,0.0016137453,0.0652116497,0.0014867692,0.3000032500,0.0007425444,0.1130761243,0.0009549253,0.0635016028,0.0011783000,0.6448748666,0.0017793622,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,actuator_lag_shift,0.6375000000,0.0378672755,0.6477553737,0.0387253223,0.6091428000,0.0016288516,0.1225612712,0.0021884135,0.6005421155,0.0030701371,0.0643219890,0.0014978481,0.3013466000,0.0009167963,0.1113712991,0.0008904301,0.0625402003,0.0013386007,0.6488057477,0.0011328977,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,compliance_shift,0.6250000000,0.0327798964,0.6426549931,0.0324498447,0.6155579000,0.0030712139,0.1175826192,0.0019978406,0.6035374683,0.0032436785,0.0597778833,0.0011515908,0.3012423000,0.0007856438,0.1084853434,0.0009091817,0.0603812419,0.0006877704,0.6534656748,0.0008565267,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,compound_mechanism_shift,0.6093750000,0.0240131017,0.6087479935,0.0247492496,0.6054308000,0.0017076670,0.1304787112,0.0016826734,0.5981654051,0.0032280036,0.0709095598,0.0010417679,0.3026793500,0.0006840634,0.1182943647,0.0010075788,0.0652987794,0.0007465769,0.6414377413,0.0010983323,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,friction_mismatch,0.6510416667,0.0313720610,0.6765010445,0.0319994644,0.6188190000,0.0023483238,0.1121713712,0.0021937242,0.6055332620,0.0030771908,0.0557041460,0.0017004397,0.2992985167,0.0006924499,0.1034519130,0.0008827968,0.0600483619,0.0006844020,0.6591732377,0.0010356319,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,occluded_contact_shift,0.6489583333,0.0317827459,0.6647421788,0.0325789161,0.6141463000,0.0032203810,0.1188381952,0.0011916138,0.6049085232,0.0016265528,0.0622015237,0.0015582651,0.3000011833,0.0007022146,0.1100971654,0.0009626232,0.0613064311,0.0013586596,0.6485658123,0.0013030457,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,source_matched,0.6458333333,0.0149102252,0.6841980294,0.0154497927,0.6266578000,0.0015763080,0.1015216432,0.0011165515,0.6102360025,0.0015240928,0.0509414150,0.0012748338,0.2966339333,0.0007164929,0.0954664259,0.0013403600,0.0567606663,0.0007046847,0.6650669254,0.0018189592,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,support_topology_shift,0.6291666667,0.0341907210,0.6487809054,0.0353852916,0.6189788000,0.0016813952,0.1152861392,0.0022729045,0.6029774451,0.0027824036,0.0600855297,0.0008451205,0.3005659667,0.0009877079,0.1064024823,0.0019392003,0.0608244982,0.0007077346,0.6555767356,0.0013973408,10,96
failure_aware_active_retrieval,heldout_mechanism,granular_scoop_boundary,tool_geometry_shift,0.6281250000,0.0215318141,0.6354897091,0.0220279909,0.6113253000,0.0016419875,0.1234963472,0.0021831302,0.5985335878,0.0016729592,0.0664093943,0.0015361790,0.3022383500,0.0007731895,0.1141315310,0.0008345748,0.0618891616,0.0006959514,0.6454766432,0.0017425044,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,actuator_lag_shift,0.6802083333,0.0125672650,0.6888536303,0.0135803143,0.6140067000,0.0023572332,0.1208282656,0.0022602380,0.5880512907,0.0023677798,0.0644957286,0.0006446009,0.3011872833,0.0012326933,0.1109793487,0.0019276772,0.0623639122,0.0012882579,0.6484616401,0.0017518133,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,compliance_shift,0.7000000000,0.0275267687,0.7182889421,0.0284665493,0.6166579000,0.0032203810,0.1151621136,0.0011916138,0.5943103060,0.0016265528,0.0583094480,0.0013992738,0.2990178000,0.0008480513,0.1082541096,0.0009626232,0.0603817538,0.0013396541,0.6515113052,0.0013030457,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,compound_mechanism_shift,0.6718750000,0.0272647238,0.6697647236,0.0279577831,0.6075794000,0.0017864824,0.1298077056,0.0012666761,0.5871242103,0.0030012749,0.0708382894,0.0011600388,0.3016795500,0.0009881649,0.1171729110,0.0017191929,0.0633754833,0.0007971615,0.6408618897,0.0010802589,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,friction_mismatch,0.6770833333,0.0348348728,0.7000177875,0.0353381382,0.6196999000,0.0016945311,0.1125958656,0.0016816605,0.5945867247,0.0032371201,0.0552222106,0.0011132242,0.2988661333,0.0009854670,0.1040548529,0.0016204507,0.0581995938,0.0007408009,0.6585062401,0.0010903719,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,occluded_contact_shift,0.6781250000,0.0367058634,0.6897464767,0.0373960033,0.6153324000,0.0017602106,0.1204811896,0.0016872409,0.5914231384,0.0031386173,0.0630800333,0.0016908099,0.3002561500,0.0015858442,0.1085738370,0.0013569375,0.0608085590,0.0012627432,0.6504257206,0.0011301789,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,source_matched,0.6927083333,0.0369322897,0.7288281672,0.0370469745,0.6295967000,0.0023517061,0.1024156376,0.0016789327,0.5985296327,0.0016378271,0.0485981446,0.0011315182,0.2967918833,0.0010005333,0.0980805703,0.0009037257,0.0558014102,0.0007234731,0.6649119977,0.0016766214,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,support_topology_shift,0.6822916667,0.0350006751,0.7016090192,0.0359047600,0.6173635000,0.0029845890,0.1139276336,0.0019620722,0.5923985128,0.0017683391,0.0579214844,0.0013829204,0.2980843167,0.0013598202,0.1070929703,0.0009296887,0.0602786021,0.0011622082,0.6549914220,0.0018928633,10,96
failure_aware_active_retrieval,heldout_mechanism,mobile_base_contact_alignment,tool_geometry_shift,0.6843750000,0.0333472222,0.6897863889,0.0337947373,0.6075659000,0.0017208029,0.1246083416,0.0012197621,0.5899261880,0.0027719767,0.0658443339,0.0016590667,0.3005949500,0.0011264832,0.1128721040,0.0010326796,0.0634653935,0.0007682625,0.6441467715,0.0010402882,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,actuator_lag_shift,0.6854166667,0.0454293136,0.6892299126,0.0463717284,0.6114256000,0.0027751338,0.1227800128,0.0016789327,0.5735517396,0.0032646182,0.0651356009,0.0010112757,0.2998354667,0.0016481703,0.1111455693,0.0017060461,0.0617982602,0.0013733033,0.6483732472,0.0008965122,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,compliance_shift,0.6854166667,0.0271881732,0.6988398464,0.0268730012,0.6182061000,0.0030563823,0.1160613608,0.0011540826,0.5783740924,0.0023455391,0.0604012953,0.0008838044,0.2985121667,0.0010751628,0.1067564276,0.0017455816,0.0597680618,0.0007278039,0.6517748064,0.0007447071,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,compound_mechanism_shift,0.6593750000,0.0313425204,0.6533283708,0.0320753354,0.6066174000,0.0031379581,0.1279134528,0.0021469317,0.5687755692,0.0017625509,0.0704206917,0.0009599838,0.3024701500,0.0009156911,0.1173601451,0.0017361194,0.0628418952,0.0007363770,0.6420589848,0.0020440454,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,friction_mismatch,0.6760416667,0.0211848538,0.6955798376,0.0215314826,0.6212845000,0.0031999169,0.1125206128,0.0011634654,0.5801217186,0.0030794363,0.0570176929,0.0007921560,0.2969859167,0.0012882344,0.1025076366,0.0017311772,0.0593868098,0.0010104449,0.6580515232,0.0007115562,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,occluded_contact_shift,0.6510416667,0.0213590385,0.6583897434,0.0213129573,0.6114962000,0.0017076670,0.1205359368,0.0012103793,0.5757348822,0.0030433488,0.0624298656,0.0011182793,0.2994188167,0.0007864228,0.1103600893,0.0010392328,0.0608752550,0.0007624827,0.6496335398,0.0010322941,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,source_matched,0.7125000000,0.0221990504,0.7435774115,0.0226688750,0.6282707000,0.0032771635,0.1052638848,0.0016760243,0.5824524040,0.0033016217,0.0483755719,0.0011397948,0.2963741000,0.0009650370,0.0974319315,0.0009462951,0.0551877022,0.0007003702,0.6663878229,0.0007475095,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,support_topology_shift,0.6677083333,0.0375787471,0.6817456337,0.0374818519,0.6191301000,0.0030128244,0.1139823808,0.0021571320,0.5753095567,0.0017369526,0.0594475167,0.0008157017,0.3000734833,0.0008295654,0.1057028351,0.0019012431,0.0591446981,0.0013196370,0.6554478652,0.0019597432,10,96
failure_aware_active_retrieval,heldout_mechanism,peg_insert_contact_search,tool_geometry_shift,0.6614583333,0.0432835473,0.6626771938,0.0445362101,0.6120247000,0.0016682593,0.1235845888,0.0022792693,0.5699643794,0.0017103287,0.0667977712,0.0017362649,0.3002527833,0.0010635948,0.1122231477,0.0008338134,0.0628677334,0.0007019590,0.6464217007,0.0016671264,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,actuator_lag_shift,0.6572916667,0.0435183218,0.6651875441,0.0448615101,0.6128801000,0.0016157157,0.1197618224,0.0016766731,0.5832916562,0.0015994297,0.0643580776,0.0006533760,0.3002535167,0.0017649884,0.1120630322,0.0018507774,0.0623287292,0.0013626989,0.6474602987,0.0017713822,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,compliance_shift,0.6552083333,0.0391482152,0.6715703767,0.0395878602,0.6173751000,0.0015894439,0.1144121704,0.0011259343,0.5871812940,0.0015369003,0.0599782019,0.0011358873,0.2997807833,0.0010566900,0.1056458844,0.0009087378,0.0611418347,0.0010079806,0.6516920778,0.0015811612,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,compound_mechanism_shift,0.6645833333,0.0335893984,0.6609683330,0.0336079766,0.6051235000,0.0027626946,0.1297927624,0.0012009966,0.5823991733,0.0027802503,0.0699232934,0.0012297760,0.3023585333,0.0007341223,0.1183440892,0.0010173001,0.0633877242,0.0010134307,0.6405323143,0.0008468889,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,friction_mismatch,0.6656250000,0.0315487235,0.6892404196,0.0322178963,0.6222966000,0.0016025798,0.1091864224,0.0011353171,0.5894302952,0.0015497078,0.0569102996,0.0010075369,0.2969664500,0.0008524824,0.1023654437,0.0017545959,0.0591223228,0.0012997633,0.6576697427,0.0017256851,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,occluded_contact_shift,0.6614583333,0.0232287878,0.6725714278,0.0232587035,0.6147203000,0.0031820663,0.1187817464,0.0011822310,0.5872001589,0.0016137453,0.0618054722,0.0006744170,0.3012562833,0.0005982012,0.1107137757,0.0013447233,0.0621843479,0.0010118729,0.6489971192,0.0012820723,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,source_matched,0.6958333333,0.0334512267,0.7288095098,0.0339172763,0.6279556000,0.0033058937,0.1039831944,0.0023309218,0.5903619082,0.0028188015,0.0503568236,0.0009919981,0.2952730333,0.0009712967,0.0966489294,0.0019044894,0.0561881711,0.0014330841,0.6666190563,0.0013061506,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,support_topology_shift,0.6552083333,0.0322744100,0.6712429695,0.0332014651,0.6181521000,0.0016682593,0.1152296904,0.0022792693,0.5852690808,0.0027862358,0.0600460283,0.0010963096,0.2986299833,0.0015534658,0.1054182926,0.0017332307,0.0593012150,0.0007019590,0.6558959866,0.0013952975,10,96
failure_aware_active_retrieval,heldout_mechanism,snap_fit_latch_release,tool_geometry_shift,0.6604166667,0.0296959385,0.6649842103,0.0304088528,0.6125209000,0.0023493783,0.1228833984,0.0011540826,0.5842677011,0.0015753228,0.0664848379,0.0009751000,0.3010815667,0.0014354847,0.1142159343,0.0018329247,0.0618239744,0.0007278039,0.6447454681,0.0015660202,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,actuator_lag_shift,0.6895833333,0.0280269932,0.6928544984,0.0292172318,0.6131677000,0.0016682593,0.1214337088,0.0023137186,0.5655823602,0.0023746528,0.0644992596,0.0011292134,0.2995293333,0.0013460883,0.1107046344,0.0012768540,0.0616183193,0.0007001019,0.6489645935,0.0015579638,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,compliance_shift,0.7197916667,0.0240516460,0.7310741626,0.0244130607,0.6166155000,0.0031999169,0.1173370568,0.0011634654,0.5711823430,0.0030794363,0.0597773440,0.0007248171,0.2981557167,0.0015889664,0.1069162854,0.0017311772,0.0612032729,0.0010104449,0.6524390166,0.0007115562,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,compound_mechanism_shift,0.6583333333,0.0370011991,0.6509420615,0.0381421954,0.6085527000,0.0017470747,0.1297066488,0.0019648313,0.5650916073,0.0031833504,0.0707809654,0.0018420007,0.3023197333,0.0017135816,0.1162933503,0.0009952974,0.0633952864,0.0011638918,0.6425878171,0.0011709389,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,friction_mismatch,0.7187500000,0.0258252676,0.7373260972,0.0260777798,0.6192592000,0.0016551234,0.1114848088,0.0021778746,0.5725761717,0.0031932022,0.0558956366,0.0012709571,0.2969268000,0.0012866177,0.1023214453,0.0015591378,0.0581975369,0.0012947347,0.6593716475,0.0011488136,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,occluded_contact_shift,0.6625000000,0.0292242949,0.6686043653,0.0304804612,0.6157016000,0.0030057043,0.1179476328,0.0019704721,0.5674708729,0.0017299437,0.0632313343,0.0008378182,0.3012669000,0.0007608980,0.1096753678,0.0018665173,0.0605305421,0.0012087680,0.6503032700,0.0019222780,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,source_matched,0.6989583333,0.0338161475,0.7281848395,0.0345374358,0.6275495000,0.0032178829,0.1051595808,0.0016766731,0.5761783547,0.0032923351,0.0494904207,0.0017169796,0.2958604833,0.0007052526,0.0964091708,0.0009539534,0.0563731333,0.0007061458,0.6661003852,0.0007716690,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,support_topology_shift,0.7083333333,0.0261814950,0.7219640861,0.0261847004,0.6177327000,0.0017208029,0.1163965768,0.0012197621,0.5724732598,0.0030362419,0.0582732604,0.0014019060,0.2979114333,0.0014977778,0.1051455273,0.0010469234,0.0600806252,0.0012717887,0.6545688214,0.0010402882,10,96
failure_aware_active_retrieval,heldout_mechanism,twist_lid_with_force_limit,tool_geometry_shift,0.6666666667,0.0317754588,0.6676371310,0.0322491783,0.6105307000,0.0032203810,0.1229282848,0.0011916138,0.5685396500,0.0016265528,0.0660046799,0.0016356138,0.3003460667,0.0007168369,0.1138482591,0.0009626232,0.0625125326,0.0013396541,0.6440631589,0.0013030457,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,actuator_lag_shift,0.6906250000,0.0149257486,0.7085523776,0.0142364403,0.6180820000,0.0016551234,0.1163960560,0.0021778746,0.5955804380,0.0016857576,0.0603435739,0.0011169941,0.2983782500,0.0007067093,0.1056393746,0.0008422354,0.0582442369,0.0010127172,0.6573511966,0.0017377035,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,compliance_shift,0.6843750000,0.0279027778,0.7091360609,0.0283929209,0.6187620000,0.0016288516,0.1113229040,0.0023340259,0.5984467984,0.0027853949,0.0562239533,0.0011094943,0.2975294500,0.0012020600,0.1018754883,0.0008536156,0.0584282665,0.0009985769,0.6622827858,0.0015624136,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,compound_mechanism_shift,0.6697916667,0.0325032079,0.6769308004,0.0328824110,0.6108588000,0.0031379581,0.1228059960,0.0012291449,0.5953480901,0.0016777828,0.0687913697,0.0012777797,0.3005053167,0.0011406934,0.1096492042,0.0017121080,0.0606744959,0.0007740423,0.6501875442,0.0019233163,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,friction_mismatch,0.6833333333,0.0343259161,0.7156204466,0.0351724418,0.6253075000,0.0016419875,0.1062566560,0.0022920611,0.5995128170,0.0016847290,0.0522685659,0.0012620270,0.2961718333,0.0006004488,0.0971503188,0.0008184833,0.0553064065,0.0014004142,0.6677080006,0.0016742795,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,occluded_contact_shift,0.6697916667,0.0302904567,0.6894415214,0.0297175674,0.6197780000,0.0017076670,0.1153129800,0.0022602380,0.5979476457,0.0030146138,0.0605731586,0.0008395369,0.2984686167,0.0011971976,0.1034304265,0.0019176131,0.0592370077,0.0007192861,0.6604010612,0.0014015552,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,source_matched,0.6750000000,0.0264980054,0.7195277344,0.0267330460,0.6323420000,0.0016025798,0.0970334280,0.0011353171,0.6061627300,0.0015497078,0.0485178400,0.0009773938,0.2926060000,0.0008327681,0.0895347751,0.0017545959,0.0540980348,0.0010085476,0.6745929543,0.0018081652,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,support_topology_shift,0.6885416667,0.0301985744,0.7163372257,0.0309454078,0.6237642000,0.0031555113,0.1091554240,0.0016826734,0.6008642602,0.0016890254,0.0572183297,0.0012011320,0.2963302167,0.0013036551,0.0982472374,0.0016275761,0.0559494868,0.0011909142,0.6638154106,0.0019266087,10,96
failure_aware_active_retrieval,heldout_object,bimanual_handoff_force_match,tool_geometry_shift,0.6885416667,0.0244337453,0.7036718456,0.0245640261,0.6160414000,0.0030344257,0.1183166320,0.0011822310,0.5977185179,0.0016137453,0.0623597142,0.0010057653,0.2991589167,0.0007119822,0.1083573151,0.0009549253,0.0606014661,0.0010118729,0.6536131141,0.0015770312,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,actuator_lag_shift,0.6583333333,0.0148479693,0.6781559357,0.0147751838,0.6138559000,0.0015894439,0.1168404816,0.0023178887,0.6086714631,0.0016335308,0.0622438337,0.0006508750,0.2973699333,0.0010199277,0.1048261353,0.0019861472,0.0590521077,0.0006673068,0.6572088431,0.0016889487,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,compliance_shift,0.6614583333,0.0346014148,0.6913210465,0.0349932618,0.6211859000,0.0015631721,0.1105143296,0.0011071687,0.6154302785,0.0015112853,0.0565156531,0.0013781385,0.2974389833,0.0012836929,0.1007337998,0.0008933420,0.0572636893,0.0006989049,0.6609448122,0.0015862506,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,compound_mechanism_shift,0.6447916667,0.0298902603,0.6534318043,0.0298752331,0.6090939000,0.0016682593,0.1250084216,0.0021726467,0.6080373852,0.0031846384,0.0699373395,0.0008949058,0.2998494167,0.0014307153,0.1095283060,0.0017060852,0.0601640947,0.0009969037,0.6515430067,0.0011567723,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,friction_mismatch,0.6666666667,0.0347016606,0.7031618414,0.0348310887,0.6244064000,0.0015763080,0.1050740816,0.0016748836,0.6159857871,0.0015610336,0.0539980857,0.0011909342,0.2957694667,0.0007086512,0.0949013895,0.0014146059,0.0557123453,0.0006888192,0.6666276671,0.0017870039,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,occluded_contact_shift,0.6447916667,0.0367058634,0.6678820274,0.0376918333,0.6162589000,0.0016419875,0.1152619056,0.0022920611,0.6117630133,0.0030490343,0.0608095834,0.0014864360,0.2976612167,0.0010340676,0.1021854515,0.0008814600,0.0585390505,0.0014004142,0.6599485977,0.0013913398,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,source_matched,0.6750000000,0.0405830291,0.7221784366,0.0405645498,0.6302103000,0.0028154326,0.0979733536,0.0020144147,0.6185294126,0.0015507829,0.0471673348,0.0013958629,0.2938441000,0.0014780339,0.0899536715,0.0007994712,0.0534102337,0.0013924495,0.6741844228,0.0019159665,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,support_topology_shift,0.6520833333,0.0326666667,0.6833652187,0.0334141125,0.6244472000,0.0023505058,0.1091043496,0.0016781274,0.6146796278,0.0016250279,0.0558601045,0.0013459464,0.2974841333,0.0009577116,0.1002038624,0.0008960555,0.0564521296,0.0007176973,0.6636991150,0.0017951333,10,96
failure_aware_active_retrieval,heldout_object,cable_route_around_hook,tool_geometry_shift,0.6385416667,0.0241669101,0.6542789591,0.0240864170,0.6126924000,0.0016025798,0.1193875576,0.0023114018,0.6074626155,0.0016463302,0.0637978790,0.0007754594,0.2993747167,0.0014086671,0.1081337130,0.0016087508,0.0605946609,0.0009949955,0.6548049385,0.0016852365,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,actuator_lag_shift,0.6479166667,0.0314531545,0.6689091247,0.0323572746,0.6181341000,0.0015631721,0.1169686624,0.0011071687,0.6105354168,0.0015112853,0.0609046064,0.0012757783,0.2984433667,0.0017579271,0.1058875523,0.0008933420,0.0594752386,0.0006989049,0.6553446083,0.0009443586,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,compliance_shift,0.6552083333,0.0259058458,0.6824037784,0.0267818966,0.6216526000,0.0033251687,0.1109215104,0.0023440327,0.6078701671,0.0023514960,0.0576895557,0.0016919591,0.2980211833,0.0013404774,0.0997994050,0.0007843452,0.0584589842,0.0009937270,0.6629841174,0.0016550147,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,compound_mechanism_shift,0.6427083333,0.0351063777,0.6509618624,0.0358243992,0.6107996000,0.0032486573,0.1253001024,0.0011634654,0.6059224164,0.0027974277,0.0697582572,0.0010159424,0.2997036833,0.0014470867,0.1099991011,0.0018146937,0.0618885416,0.0007335837,0.6495939619,0.0006974088,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,friction_mismatch,0.6562500000,0.0247258112,0.6905432244,0.0249188822,0.6274792000,0.0028107379,0.1083432624,0.0016739525,0.6123323058,0.0033390011,0.0541630284,0.0008121603,0.2951257000,0.0007550049,0.0963150653,0.0018354999,0.0568697322,0.0006772685,0.6677917403,0.0008146435,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,occluded_contact_shift,0.6614583333,0.0325316945,0.6830839037,0.0330021170,0.6169545000,0.0027880745,0.1158325864,0.0021937242,0.6072274795,0.0030771908,0.0598796310,0.0011300534,0.2986209833,0.0009411125,0.1037359718,0.0008827968,0.0586344614,0.0006844020,0.6605264048,0.0009584503,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,source_matched,0.7104166667,0.0235358113,0.7573974875,0.0231072762,0.6338690000,0.0031243096,0.0986595344,0.0023572201,0.6127508363,0.0015567376,0.0459772674,0.0012484021,0.2922094667,0.0011974532,0.0908237640,0.0007418741,0.0529764926,0.0006326574,0.6758851479,0.0017846443,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,support_topology_shift,0.6437500000,0.0276945141,0.6738030211,0.0281001694,0.6237421000,0.0016157157,0.1086745304,0.0016766731,0.6101791114,0.0015994297,0.0565107171,0.0009871428,0.2969930000,0.0013997270,0.1001079299,0.0015878736,0.0565315325,0.0013687058,0.6634244962,0.0017713822,10,96
failure_aware_active_retrieval,heldout_object,cloth_slide_over_edge,tool_geometry_shift,0.6354166667,0.0174837888,0.6518911337,0.0177177633,0.6153746000,0.0015763080,0.1183757384,0.0011165515,0.6077704692,0.0015240928,0.0645651017,0.0013904366,0.3002623667,0.0006557861,0.1058586398,0.0009010399,0.0609158518,0.0007046847,0.6535702237,0.0015836878,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,actuator_lag_shift,0.6395833333,0.0316586369,0.6580851299,0.0322000160,0.6178813000,0.0016157157,0.1147718752,0.0011446999,0.5994793444,0.0015625153,0.0624995313,0.0011689104,0.2983368333,0.0015145392,0.1049609062,0.0018665924,0.0588318700,0.0013791445,0.6568337915,0.0018027971,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,compliance_shift,0.6958333333,0.0297893712,0.7232127370,0.0302041938,0.6226353000,0.0015894439,0.1106077232,0.0011259343,0.6035864897,0.0015369003,0.0566633406,0.0013484461,0.2971584333,0.0008721947,0.0995415907,0.0009087378,0.0583752436,0.0010079806,0.6603627606,0.0013452811,10,96
