method,split,task,regime,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,compound_mechanism_shift,0.6468750000,0.0378244427,0.6533975061,0.0390675650,0.6096417000,0.0027626946,0.1254583152,0.0012009966,0.5980809190,0.0027802503,0.0679036321,0.0014901276,0.3002348500,0.0009309453,0.1118049676,0.0010173001,0.0602946530,0.0010134307,0.6495518371,0.0008468889,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,friction_mismatch,0.6583333333,0.0145326898,0.6926445921,0.0146929093,0.6271438000,0.0016025798,0.1050869752,0.0011353171,0.6054328159,0.0015497078,0.0542602883,0.0010143328,0.2948379333,0.0008063272,0.0952187232,0.0015954844,0.0561740116,0.0012997633,0.6660890855,0.0015786710,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,occluded_contact_shift,0.6760416667,0.0431978585,0.6976997076,0.0435890226,0.6184328000,0.0032297805,0.1148722992,0.0011822310,0.6034620295,0.0016137453,0.0594893109,0.0009821109,0.2983352167,0.0011676083,0.1037229369,0.0015828707,0.0587527768,0.0011783000,0.6574662860,0.0007128660,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,source_matched,0.6656250000,0.0255457748,0.7082877328,0.0258663732,0.6318851000,0.0032541537,0.0992282472,0.0023682280,0.6054696713,0.0023647793,0.0488807273,0.0008267580,0.2936723500,0.0008389407,0.0897648170,0.0018183474,0.0528360720,0.0014117043,0.6752803132,0.0015860224,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,support_topology_shift,0.6697916667,0.0155339694,0.6958332288,0.0158714899,0.6210183000,0.0016682593,0.1117162432,0.0019822384,0.6020714915,0.0032003948,0.0573948870,0.0007125698,0.2965468167,0.0014181951,0.0995527441,0.0018316464,0.0555132799,0.0007166430,0.6645904894,0.0011232058,10,96
failure_aware_active_retrieval,heldout_object,deformable_packing_corner,tool_geometry_shift,0.6604166667,0.0183118772,0.6754200955,0.0186452746,0.6166051000,0.0023493783,0.1182389512,0.0011540826,0.5995262967,0.0015753228,0.0639387266,0.0006843022,0.2991242667,0.0014605676,0.1074224795,0.0018329247,0.0585399432,0.0007278039,0.6535008709,0.0015660202,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,actuator_lag_shift,0.7156250000,0.0142916667,0.7346074331,0.0149595992,0.6170340000,0.0032676363,0.1185790240,0.0011446999,0.6027038342,0.0030941245,0.0614383817,0.0013665902,0.2970067500,0.0007378328,0.1033553871,0.0009854020,0.0589091644,0.0007220241,0.6566479786,0.0006819762,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,compliance_shift,0.7250000000,0.0267415903,0.7514891002,0.0284369146,0.6220267000,0.0032359625,0.1135848720,0.0011259343,0.6042773295,0.0032724547,0.0552895410,0.0013211541,0.2971872000,0.0011070418,0.1012823273,0.0009784645,0.0567406580,0.0011889809,0.6619830437,0.0006807594,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.6916666667,0.0255004085,0.7004335250,0.0267313892,0.6122804000,0.0030199849,0.1227509640,0.0016816605,0.5980159163,0.0016762256,0.0684429675,0.0013296530,0.2996356667,0.0013690786,0.1087559069,0.0014180145,0.0611614154,0.0013609351,0.6504269742,0.0018697424,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.7239583333,0.0255094882,0.7576587827,0.0260417839,0.6257155000,0.0032771635,0.1084791240,0.0011353171,0.6066901307,0.0032635194,0.0525082887,0.0013211202,0.2952055833,0.0008464515,0.0956991382,0.0009861553,0.0547950660,0.0007162443,0.6671504926,0.0006742696,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.7270833333,0.0241189503,0.7497872432,0.0242110171,0.6199095000,0.0016682593,0.1143364480,0.0022792693,0.6007583243,0.0023629909,0.0595701514,0.0014366238,0.2959499333,0.0010876188,0.1017558903,0.0012921278,0.0579556832,0.0007019590,0.6598553731,0.0016671264,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,source_matched,0.7552083333,0.0188232366,0.8017101586,0.0189900307,0.6301145000,0.0015631721,0.0973733960,0.0016743918,0.6093697311,0.0015482352,0.0461834877,0.0012615362,0.2929575833,0.0007593670,0.0881651477,0.0008500448,0.0524270743,0.0006830438,0.6748327562,0.0018315866,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.7239583333,0.0219999518,0.7543640110,0.0221218620,0.6224950000,0.0032297805,0.1091793920,0.0011822310,0.6064413213,0.0016137453,0.0554785074,0.0013266127,0.2947180833,0.0007378954,0.0989691289,0.0009549253,0.0564850703,0.0013627322,0.6630976365,0.0016467948,10,96
failure_aware_active_retrieval,heldout_object,drawer_pull_with_stiction,tool_geometry_shift,0.6947916667,0.0267155982,0.7098599848,0.0274843458,0.6135374000,0.0027837056,0.1204601000,0.0019914818,0.6005858965,0.0032650723,0.0637655570,0.0015999854,0.2974259167,0.0006227881,0.1053161584,0.0009264330,0.0606417616,0.0012212040,0.6551653860,0.0009326974,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,actuator_lag_shift,0.6364583333,0.0188723835,0.6544065162,0.0178991485,0.6153267000,0.0027969768,0.1177388912,0.0023178887,0.6038546988,0.0028103452,0.0618064724,0.0007333405,0.2984828833,0.0014304174,0.1061948655,0.0016535122,0.0587404423,0.0006673068,0.6579414025,0.0013101939,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,compliance_shift,0.6541666667,0.0227350378,0.6812435455,0.0231931300,0.6193373000,0.0015631721,0.1100422392,0.0016743918,0.6073420816,0.0015482352,0.0578990567,0.0012276132,0.2981257667,0.0006326041,0.0994025433,0.0008500448,0.0567080958,0.0006830438,0.6611980496,0.0017922522,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,compound_mechanism_shift,0.6572916667,0.0328434165,0.6645241669,0.0337645586,0.6093173000,0.0016682593,0.1250158312,0.0021726467,0.6020044059,0.0031846384,0.0694848582,0.0005688830,0.2999465167,0.0016740709,0.1101660331,0.0017887827,0.0599038733,0.0007075012,0.6515164341,0.0011567723,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,friction_mismatch,0.6572916667,0.0222511487,0.6910286428,0.0215923910,0.6228168000,0.0015763080,0.1057874912,0.0022098187,0.6081150978,0.0016089692,0.0544123744,0.0008118987,0.2947955167,0.0008412110,0.0961687653,0.0019548420,0.0552867199,0.0006670785,0.6669784945,0.0017668559,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,occluded_contact_shift,0.6458333333,0.0275603994,0.6671477837,0.0280556665,0.6159643000,0.0016419875,0.1158998152,0.0021831302,0.6051899665,0.0030631208,0.0609857871,0.0015679922,0.2970964333,0.0008304960,0.1017648723,0.0008980644,0.0580669170,0.0013959453,0.6603471551,0.0011408554,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,source_matched,0.6864583333,0.0389108792,0.7318456408,0.0391700755,0.6320458000,0.0033251687,0.0991322632,0.0023820301,0.6126675308,0.0028148121,0.0475051084,0.0015703504,0.2946466833,0.0007567844,0.0883597363,0.0008001147,0.0538593362,0.0012058482,0.6759393282,0.0013167208,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,support_topology_shift,0.6822916667,0.0242052095,0.7129604432,0.0248805391,0.6255533000,0.0016419875,0.1087417592,0.0016781274,0.6081415984,0.0016250279,0.0554412731,0.0013525463,0.2965110167,0.0006842034,0.0997376304,0.0008960555,0.0565642881,0.0007176973,0.6634693584,0.0017610722,10,96
failure_aware_active_retrieval,heldout_object,granular_scoop_boundary,tool_geometry_shift,0.6093750000,0.0355260430,0.6231651331,0.0359513953,0.6116208000,0.0016025798,0.1194704672,0.0023476540,0.6015326936,0.0023679672,0.0635456827,0.0009252808,0.3001004500,0.0013704094,0.1088333825,0.0008179317,0.0609812475,0.0006712233,0.6547306360,0.0015655771,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,actuator_lag_shift,0.6958333333,0.0160472633,0.7137490782,0.0166507313,0.6193392000,0.0023529791,0.1155619336,0.0016797900,0.5933438123,0.0016506265,0.0607302354,0.0014520075,0.2978256333,0.0007558469,0.1054844984,0.0009113963,0.0595038509,0.0007292489,0.6569510200,0.0017840761,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,compliance_shift,0.6781250000,0.0249959449,0.7017483431,0.0255679021,0.6195859000,0.0016419875,0.1121802816,0.0022920611,0.5943169701,0.0027940606,0.0567495697,0.0014617419,0.2969515500,0.0008694544,0.1007828072,0.0008675281,0.0577283445,0.0014004142,0.6630996551,0.0013913398,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,compound_mechanism_shift,0.6583333333,0.0176944444,0.6642747746,0.0181260147,0.6134159000,0.0017470747,0.1249013736,0.0021418749,0.5901067319,0.0031338634,0.0678389962,0.0013666812,0.2995425333,0.0013446313,0.1104230406,0.0009670099,0.0607371820,0.0012722797,0.6520591896,0.0012045345,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,friction_mismatch,0.7125000000,0.0421944444,0.7453110006,0.0428314313,0.6270484000,0.0016551234,0.1057680336,0.0021778746,0.5963470988,0.0016857576,0.0518551624,0.0015940273,0.2948908000,0.0006190672,0.0965037137,0.0008422354,0.0543776485,0.0007017263,0.6676021900,0.0017377035,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,occluded_contact_shift,0.6864583333,0.0278030059,0.7070790047,0.0280784375,0.6191004000,0.0031923406,0.1130968576,0.0012197621,0.5952252900,0.0016649753,0.0604279300,0.0012016184,0.2975266833,0.0015684536,0.1021165034,0.0015733850,0.0572441097,0.0010151178,0.6588234205,0.0018620007,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,source_matched,0.6822916667,0.0370574842,0.7248971884,0.0373249182,0.6313319000,0.0016157157,0.0985818056,0.0021937242,0.6001747168,0.0016473628,0.0468614764,0.0009739364,0.2934537167,0.0013895098,0.0906602363,0.0017779902,0.0538237689,0.0011837606,0.6749740437,0.0017521762,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,support_topology_shift,0.6854166667,0.0321809961,0.7114187875,0.0324272364,0.6216859000,0.0017208029,0.1119418016,0.0012197621,0.5979668169,0.0030362419,0.0565789261,0.0015672986,0.2956653667,0.0013642842,0.0987623784,0.0010469234,0.0576384288,0.0010151178,0.6634263639,0.0010402882,10,96
failure_aware_active_retrieval,heldout_object,mobile_base_contact_alignment,tool_geometry_shift,0.7010416667,0.0261903386,0.7141870360,0.0265041461,0.6140135000,0.0030271854,0.1201385096,0.0011916138,0.5935045322,0.0027844662,0.0619934457,0.0008896339,0.2988972167,0.0007661744,0.1088815514,0.0010096106,0.0592950762,0.0012809468,0.6533147694,0.0007755297,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.7125000000,0.0341907210,0.7261518105,0.0351061910,0.6179956000,0.0030637789,0.1174792048,0.0011446999,0.5800901678,0.0023448008,0.0617149443,0.0012164698,0.2968939000,0.0009322268,0.1040445412,0.0013541742,0.0577226473,0.0007220241,0.6560108957,0.0007370168,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,compliance_shift,0.6541666667,0.0271881732,0.6742773038,0.0271938897,0.6237723000,0.0027969768,0.1130450528,0.0011259343,0.5810273632,0.0031089544,0.0565597537,0.0014273433,0.2977579667,0.0012213746,0.1016557348,0.0009700228,0.0570997008,0.0013667968,0.6618230808,0.0007850972,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.6791666667,0.0389525174,0.6797218407,0.0396705740,0.6122907000,0.0016945311,0.1249736448,0.0022665607,0.5729339624,0.0027786252,0.0687131551,0.0011308577,0.3004469667,0.0014658257,0.1106962027,0.0019178359,0.0620215583,0.0007135103,0.6513720373,0.0015235069,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,friction_mismatch,0.6760416667,0.0253638226,0.7040778418,0.0258317728,0.6270691000,0.0030712139,0.1076593048,0.0011353171,0.5844586643,0.0028108546,0.0531784013,0.0013006996,0.2958878167,0.0008244819,0.0958176128,0.0009634762,0.0549816289,0.0011871371,0.6667519697,0.0007293330,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.6593750000,0.0329279194,0.6731396656,0.0332242608,0.6165017000,0.0016682593,0.1161186288,0.0019822384,0.5778764880,0.0032003948,0.0617395540,0.0006473784,0.2972698500,0.0015240751,0.1024839615,0.0016929877,0.0573438781,0.0011745399,0.6602010183,0.0011232058,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,source_matched,0.7145833333,0.0270857691,0.7541739342,0.0273551107,0.6298427000,0.0015631721,0.0973935768,0.0016743918,0.5854834648,0.0015482352,0.0466848504,0.0016655164,0.2940417333,0.0007502905,0.0890232086,0.0008500448,0.0519304772,0.0006830438,0.6741254014,0.0017922522,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,support_topology_shift,0.7114583333,0.0225817317,0.7355042398,0.0228433371,0.6246900000,0.0023529791,0.1089605728,0.0019822384,0.5794274200,0.0016787518,0.0559137901,0.0014999416,0.2946647833,0.0008973430,0.0980807322,0.0008760464,0.0576421492,0.0007166430,0.6640115656,0.0018129267,10,96
failure_aware_active_retrieval,heldout_object,peg_insert_contact_search,tool_geometry_shift,0.6770833333,0.0452454298,0.6855652452,0.0462442921,0.6141070000,0.0032088856,0.1210812808,0.0011540826,0.5775199952,0.0030867626,0.0642570897,0.0012526491,0.2973492333,0.0009982791,0.1066672977,0.0015949089,0.0605153805,0.0007278039,0.6541696832,0.0007038471,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,actuator_lag_shift,0.6989583333,0.0300448129,0.7151905638,0.0303957908,0.6196016000,0.0015763080,0.1174521464,0.0011165515,0.5898664949,0.0023430045,0.0603155002,0.0013502449,0.2983008833,0.0014842034,0.1058213497,0.0009278045,0.0600865743,0.0010074465,0.6559029992,0.0009523527,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,compliance_shift,0.6739583333,0.0261903386,0.6959133717,0.0266572747,0.6216921000,0.0033155192,0.1113854944,0.0023751205,0.5871746277,0.0023638545,0.0576686346,0.0012963192,0.2977187833,0.0007770507,0.0997172039,0.0012770158,0.0578577079,0.0013363337,0.6626134383,0.0016222808,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,compound_mechanism_shift,0.6447916667,0.0269572170,0.6482242324,0.0280813861,0.6095476000,0.0016551234,0.1248415864,0.0022856549,0.5825669645,0.0027901216,0.0688189610,0.0017539166,0.2990811167,0.0006826894,0.1091852660,0.0008751668,0.0607190054,0.0013012303,0.6516389128,0.0013932971,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,friction_mismatch,0.7010416667,0.0317827459,0.7311594712,0.0320849126,0.6268320000,0.0030937461,0.1083167464,0.0016743918,0.5923679339,0.0033296217,0.0527444222,0.0009040102,0.2941644167,0.0011026540,0.0974060308,0.0017718687,0.0559663079,0.0013229031,0.6678035552,0.0007671968,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,occluded_contact_shift,0.6916666667,0.0177988374,0.7097653126,0.0183098435,0.6184766000,0.0016288516,0.1143540704,0.0021884135,0.5866818275,0.0016601609,0.0589512849,0.0007016126,0.2975929667,0.0012851367,0.1044108603,0.0013082849,0.0580372051,0.0014001388,0.6596372838,0.0017473287,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,source_matched,0.6989583333,0.0367058634,0.7400913954,0.0386721883,0.6338812000,0.0028201806,0.1001045184,0.0022316497,0.5947950619,0.0031275896,0.0471573663,0.0019272687,0.2935188833,0.0017790386,0.0891199922,0.0008293976,0.0529795123,0.0006439818,0.6762382249,0.0008793883,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,support_topology_shift,0.6750000000,0.0223238821,0.7005736355,0.0227101118,0.6238635000,0.0030563823,0.1101975144,0.0011540826,0.5937305070,0.0015753228,0.0569743260,0.0007655629,0.2959504000,0.0015208138,0.0992433390,0.0018610259,0.0565826002,0.0007278039,0.6622432291,0.0007447071,10,96
failure_aware_active_retrieval,heldout_object,snap_fit_latch_release,tool_geometry_shift,0.6739583333,0.0279027778,0.6862298355,0.0283097964,0.6175561000,0.0015894439,0.1193692224,0.0011259343,0.5891983972,0.0015369003,0.0639423956,0.0013816895,0.2994002833,0.0008168774,0.1061856439,0.0009087378,0.0600404476,0.0013667968,0.6529623347,0.0009603469,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.6958333333,0.0388334327,0.7070799353,0.0395427858,0.6168697000,0.0032581341,0.1180407208,0.0011540826,0.5733841148,0.0028018519,0.0621460505,0.0008948227,0.2968230333,0.0010234038,0.1043669184,0.0015969073,0.0593147315,0.0007278039,0.6562531328,0.0006896894,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,compliance_shift,0.6833333333,0.0287449137,0.7027912924,0.0285972199,0.6235158000,0.0027924983,0.1122265688,0.0011353171,0.5752390101,0.0028108546,0.0570421598,0.0013594392,0.2968177333,0.0005896009,0.0999950934,0.0009634762,0.0566411051,0.0011871371,0.6611136699,0.0007928024,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.6822916667,0.0401758408,0.6835288890,0.0407641803,0.6099573000,0.0030128244,0.1236721608,0.0012103793,0.5706884144,0.0016521678,0.0681401013,0.0014433425,0.2995815167,0.0013991299,0.1093640558,0.0009780191,0.0600648346,0.0007624827,0.6493386544,0.0013896899,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.7364583333,0.0217458533,0.7638304095,0.0226218467,0.6263779000,0.0032178829,0.1075308208,0.0011446999,0.5782114613,0.0028063277,0.0529603075,0.0011519296,0.2937234833,0.0007897569,0.0955486806,0.0013621887,0.0549480731,0.0007220241,0.6665183828,0.0006961445,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.6968750000,0.0312537313,0.7116324996,0.0310215684,0.6206405000,0.0023543247,0.1144376448,0.0021674469,0.5709108224,0.0017113549,0.0602934851,0.0013020463,0.2962957500,0.0011792065,0.1017164992,0.0008575587,0.0593554823,0.0007132762,0.6600053813,0.0018010708,10,96
failure_aware_active_retrieval,heldout_object,twist_lid_with_force_limit,source_matched,0.7218750000,0.0457594543,0.7591911927,0.0456115369,0.6304556000,0.0028015098,0.0991970928,0.0023613527,0.5776713418,0.0023657731,0.0469165465,0.0009730728,0.2913791500,0.0009254024,0.0904149850,0.0020182186,0.0518864335,0.0006596723,0.6754258224,0.0015516614,10,96
